"","tinh","huyen","year","W_mean_WI","non_w_mean_WI","n"
"513",14,126,2010,1.41775835289264,1.31203863144507,5
"514",14,126,2012,1.26203757544851,1.26357807284783,5
"515",14,126,2014,1.92527691612674,1.89813146290379,5
"516",14,126,2016,2.20330158800246,2.24048078679145,5
"517",14,126,2018,NA,2.11495932234938,5
"518",14,127,2010,1.67192736504302,1.82716954695088,5
"519",14,127,2012,2.65781740445066,2.67955213376713,5
"520",14,127,2014,2.15372999779445,2.22820967826617,5
"521",14,127,2016,2.48361163869716,2.3975797641685,5
"522",14,127,2018,NA,2.80141023108085,5
"523",14,128,2014,1.3041004736466,1.30825001217854,3
"524",14,128,2016,2.05562204613252,2.05404638759173,3
"525",14,128,2018,NA,1.77023377106337,3
"526",15,132,2010,2.63936907102135,2.63469846260146,5
"527",15,132,2012,3.79402660488759,3.8077041132069,5
"528",15,132,2014,3.99016690054934,3.99191723929276,5
"529",15,132,2016,3.91596443236393,3.91709129208882,5
"530",15,132,2018,NA,3.55410557424444,5
"531",15,133,2010,2.87086149193204,2.8622630585321,5
"532",15,133,2012,2.43886388251378,2.44194763095919,5
"533",15,133,2014,2.65077159449647,2.68505539273058,5
"534",15,133,2016,3.16746530387134,3.1742547921821,5
"535",15,133,2018,NA,3.2924501544218,5
"536",15,135,2010,2.32034820295984,2.32973613195956,5
"537",15,135,2012,2.12286932728634,2.14522014881771,5
"538",15,135,2014,3.10939462271068,3.11310461823467,5
"539",15,135,2016,3.11002019002381,3.08154909548777,5
"540",15,135,2018,NA,2.66179635440078,5
"541",15,136,2010,2.49850546351324,2.51194655971361,5
"542",15,136,2012,3.1624110665294,3.18573213783778,5
"543",15,136,2014,3.20736937242138,3.19504568085266,5
"544",15,136,2016,2.88099588091208,2.90508903008974,5
"545",15,136,2018,NA,2.84108529444426,5
"546",15,137,2010,2.4942328712947,2.48272041066566,5
"547",15,137,2012,2.17524912420986,2.17295518431756,5
"548",15,137,2014,2.42331510226425,2.43620830189439,5
"549",15,137,2016,2.02817939387074,2.05334750903029,5
"550",15,137,2018,NA,1.68755480670653,5
"551",15,138,2010,2.88499075691537,2.89415446766409,5
"552",15,138,2012,2.70351493261665,2.7660856698573,5
"553",15,138,2014,3.41189589830613,3.36299850035456,5
"554",15,138,2016,3.6078653648321,3.60295767408402,5
"555",15,138,2018,NA,3.28425510493743,5
"556",15,139,2010,0.732561248540306,0.732561248540306,5
"557",15,139,2012,1.14808212279762,1.14808212279762,5
"558",15,139,2014,1.23851754516327,1.23851754516327,5
"559",15,139,2016,2.627505145207,2.627505145207,5
"560",15,139,2018,NA,1.51685556570114,5
"561",15,140,2010,2.18313988779936,2.19481296216125,5
"562",15,140,2012,2.71753187890343,2.60829756172184,5
"563",15,140,2014,3.00516701841592,2.99447249969858,5
"564",15,140,2016,3.0583782873766,3.03462330287309,5
"565",15,140,2018,NA,2.77131499296067,5
"566",15,141,2010,2.56880531935615,2.56523196286578,5
"567",15,141,2012,2.8824664190878,2.89140445754545,5
"568",15,141,2014,3.00630000868704,2.97431318374948,5
"569",15,141,2016,3.09841933212879,3.12011482945995,5
"570",15,141,2018,NA,3.02419693809204,5
"571",17,148,2010,3.18599715325318,3.21889913735245,5
"572",17,148,2012,3.67859237943695,3.67258030009713,5
"573",17,148,2014,3.50874411249737,3.53178838061649,5
"574",17,148,2016,3.59470039585638,3.64654942752615,5
"575",17,148,2018,NA,3.3576891188716,5
"576",17,150,2010,1.90942162018928,1.93271516286375,5
"577",17,150,2012,2.25203196401716,2.24077975328325,5
"578",17,150,2014,2.40474424853634,2.36858585207337,5
"579",17,150,2016,2.27967862998069,2.23347038380779,5
"580",17,150,2018,NA,2.28606273582144,5
"581",17,151,2010,2.28354746675001,2.29137369925468,5
"582",17,151,2012,2.56882765267642,2.57407146243783,5
"583",17,151,2014,3.15192121574896,3.14872422089592,5
"584",17,151,2016,3.87131365357834,3.86904669810034,5
"585",17,151,2018,NA,3.29518108568376,5
"586",17,152,2010,3.17400556328683,3.17702211840387,5
"587",17,152,2012,3.6994861333855,3.69808608715187,5
"588",17,152,2014,3.8025033477073,3.81609619835686,5
"589",17,152,2016,3.87964022413155,3.89072914670492,5
"590",17,152,2018,NA,3.32586951971044,5
"591",17,153,2010,2.30417566530301,2.29504069359255,5
"592",17,153,2012,2.69866616073269,2.69866616073269,5
"593",17,153,2014,2.60276156169533,2.60224148161657,5
"594",17,153,2016,3.41628231219919,3.04527385989711,5
"595",17,153,2018,NA,2.82861327618,5
"596",17,154,2010,2.96793359160106,2.97139259365949,5
"597",17,154,2012,3.49681248523446,3.50243160417422,5
"598",17,154,2014,3.34137478259713,3.37420630154718,5
"599",17,154,2016,3.31873440792249,3.38877803620077,5
"600",17,154,2018,NA,2.91863080288833,5
"601",17,155,2010,2.11357924473045,2.11467854591825,5
"602",17,155,2012,2.3565671768432,2.3565671768432,5
"603",17,155,2014,2.49848177211678,2.49818236153149,5
"604",17,155,2016,2.5530860558463,2.54111065995608,5
"605",17,155,2018,NA,2.87331968582569,5
"606",17,156,2010,2.89962703620685,2.87834526164131,5
"607",17,156,2012,2.90587923335402,2.93703453127394,5
"608",17,156,2014,2.77700036903118,2.80884971473075,5
"609",17,156,2016,3.26389626570694,3.26317032798238,5
"610",17,156,2018,NA,2.13938928663338,5
"611",17,157,2010,1.89091637350293,1.89762328222171,5
"612",17,157,2012,2.01088173467931,2.01088173467931,5
"613",17,157,2014,2.64346938487387,2.64815996819153,5
"614",17,157,2016,3.03839063929313,3.05401685964381,5
"615",17,157,2018,NA,2.59244996333488,5
"616",17,158,2010,2.72234196080044,2.72063125112493,5
"617",17,158,2012,3.20544459389944,3.19692787795971,5
"618",17,158,2014,3.57883217712698,3.62109960230172,5
"619",17,158,2016,3.81367924415931,3.83973255879317,5
"620",17,158,2018,NA,3.20252727758837,5
"621",17,159,2010,2.5145483458039,2.5145483458039,5
"622",17,159,2012,3.2220755574754,3.2220755574754,5
"623",17,159,2014,2.98976543248254,2.97919889795653,5
"624",17,159,2016,3.61805455226541,3.61565740038468,5
"625",17,159,2018,NA,3.49435306129571,5
"626",19,164,2010,3.27850977171224,3.27387388512963,5
"627",19,164,2012,3.90706020663354,3.90638104032843,5
"628",19,164,2014,3.78462528489991,3.78756749682664,5
"629",19,164,2016,3.91535603101652,3.91751214235164,5
"630",19,164,2018,NA,3.62612766126471,5
"631",19,165,2010,3.24019997538974,3.23965980332661,5
"632",19,165,2012,3.66813961349419,3.64542116279547,5
"633",19,165,2014,3.91639947324951,3.91185768937346,5
"634",19,165,2016,3.53274685951337,3.51437193389126,5
"635",19,165,2018,NA,3.08292464320708,5
"636",19,167,2010,2.51004768581197,2.5000538077621,5
"637",19,167,2012,2.79689976022338,2.74929554948759,5
"638",19,167,2014,2.90203339037305,2.92844138245526,5
"639",19,167,2016,3.29958804959246,3.29852198427338,5
"640",19,167,2018,NA,2.89927485503833,5
"641",19,168,2010,2.5823564990651,2.5686769212327,5
"642",19,168,2012,3.58250444337302,3.46675340766714,5
"643",19,168,2014,3.80026555342226,3.80608830859238,5
"644",19,168,2016,4.01643808685424,4.01361936139446,5
"645",19,168,2018,NA,3.37480809007488,5
"646",19,169,2010,3.04341568988339,3.0449734040999,5
"647",19,169,2012,3.57132209730429,3.57829691933869,5
"648",19,169,2014,3.95726576711073,3.95131003481263,5
"649",19,169,2016,3.98647051158964,3.99708211310359,5
"650",19,169,2018,NA,3.50479352587235,5
"651",19,170,2010,2.47016310134355,2.46862618677073,5
"652",19,170,2012,2.65658781855268,2.66471580092739,5
"653",19,170,2014,2.62570802905532,2.6124215262024,5
"654",19,170,2016,2.3730863869692,2.37725264999231,5
"655",19,170,2018,NA,2.54410486632383,5
"656",19,171,2010,2.88560954595756,2.89242878367759,5
"657",19,171,2012,2.99769257338349,3.01164481534208,5
"658",19,171,2014,3.44925899180825,3.45479743294544,5
"659",19,171,2016,3.99039556299315,3.98997964001641,5
"660",19,171,2018,NA,3.38625615400658,5
"661",19,172,2010,3.11558141736111,3.12229133738989,5
"662",19,172,2012,3.68365724515875,3.67720996761979,5
"663",19,172,2014,3.87613102763383,3.86837516318316,5
"664",19,172,2016,3.7909771114368,3.79272142451287,5
"665",19,172,2018,NA,3.70109535305887,5
"666",19,173,2010,3.22349052446669,3.2172598979743,5
"667",19,173,2012,3.75043176141926,3.75384808970761,5
"668",19,173,2014,3.99879665112849,4.00134676258367,5
"669",19,173,2016,3.83034147868623,3.81268225072641,5
"670",19,173,2018,NA,3.61965433015082,5
"671",20,178,2010,3.49644537188232,3.49669513661328,5
"672",20,178,2012,3.78790081426251,3.7906254209579,5
"673",20,178,2014,3.98009075866638,3.99551238811284,5
"674",20,178,2016,3.96233451154529,3.94702536115141,5
"675",20,178,2018,NA,3.27346018392072,5
"676",20,180,2010,1.82020563340863,1.83764907611214,5
"677",20,180,2012,2.5488315744449,2.5526148221663,5
"678",20,180,2014,3.40698005708601,3.39409760431855,5
"679",20,180,2016,3.29381746831786,3.31798891195964,5
"680",20,180,2018,NA,2.86731818680948,5
"681",20,181,2010,1.8913201693998,1.92195266910612,5
"682",20,181,2012,2.35641062451138,2.38549081765283,5
"683",20,181,2014,1.79925763213127,1.8228578565893,5
"684",20,181,2016,2.01880873005214,2.04208487785887,5
"685",20,181,2018,NA,1.75105599208039,5
"686",20,182,2010,2.32973816876916,2.32551926376294,5
"687",20,182,2012,1.85295022453401,1.86628142049243,5
"688",20,182,2014,2.14849520225464,2.13257131405604,5
"689",20,182,2016,1.74712270649523,1.76070710205363,5
"690",20,182,2018,NA,2.74917860254709,5
"691",20,183,2010,2.02367402809365,2.03593139134435,5
"692",20,183,2012,2.80010696883568,2.81704163852413,5
"693",20,183,2014,2.73789655925467,2.69014692676887,5
"694",20,183,2016,3.28353149427533,3.25028884707044,5
"695",20,183,2018,NA,2.8312813178891,5
"696",20,184,2010,1.41804779406352,1.41776160214969,5
"697",20,184,2012,1.55420790082868,1.5655975668472,5
"698",20,184,2014,2.55631298966628,2.56748293836805,5
"699",20,184,2016,3.15372438812612,3.13745535491921,5
"700",20,184,2018,NA,2.46321813656372,5
"701",20,185,2010,3.16846580361617,3.17141219756928,5
"702",20,185,2012,3.23492719339,3.23413191353167,5
"703",20,185,2014,3.10750007880089,3.13648878536014,5
"704",20,185,2016,3.41554441340699,3.39331242020695,5
"705",20,185,2018,NA,2.84212324708076,5
"706",20,186,2010,2.42427448201663,2.4329880262349,5
"707",20,186,2012,2.80993170132564,2.80219028562403,5
"708",20,186,2014,3.26515275976555,3.28652105889232,5
"709",20,186,2016,3.49127277434681,3.49419502846343,5
"710",20,186,2018,NA,2.92456450457099,5
"711",20,187,2010,2.56043995521864,2.55872209556708,5
"712",20,187,2012,2.76093730531334,2.74902681569117,5
"713",20,187,2014,2.69225701132659,2.70993365512822,5
"714",20,187,2016,2.98957779001854,3.03187957255734,5
"715",20,187,2018,NA,2.52169221112263,5
"716",20,188,2010,2.53182514722171,2.53466740476583,5
"717",20,188,2012,2.50726352335282,2.52478223546677,5
"718",20,188,2014,2.79144072063757,2.80346545181041,5
"719",20,188,2016,3.08015719543657,3.07206749616375,5
"720",20,188,2018,NA,2.81356612739031,5
"721",20,189,2010,1.53493404515364,1.53493404515364,5
"722",20,189,2012,1.77262857636253,1.77262857636253,5
"723",20,189,2014,1.88808552891304,1.88808552891304,5
"724",20,189,2016,2.16883993061622,2.16883993061622,5
"725",20,189,2018,NA,2.59716623987853,5
"726",22,193,2010,3.59331159864556,3.57869307158653,5
"727",22,193,2012,3.77707390640458,3.77459084485503,5
"728",22,193,2014,3.95017361638968,3.93446569441475,5
"729",22,193,2016,3.793989210909,3.80385972464651,5
"730",22,193,2018,NA,3.57564728816989,5
"731",22,194,2010,3.30302447098883,3.35659069275776,5
"732",22,194,2012,3.8576757195651,3.88705617244135,5
"733",22,194,2014,3.69963170695891,3.67375083967294,5
"734",22,194,2016,4.01753284569952,4.02285872170562,5
"735",22,194,2018,NA,3.29532503335023,5
"736",22,195,2010,3.20536229512797,3.21566233460383,5
"737",22,195,2012,4.09894286501483,4.09788614214223,5
"738",22,195,2014,4.13265600543957,4.14246533852532,5
"739",22,195,2016,4.06624815019949,4.08089398375229,5
"740",22,195,2018,NA,3.64509268316846,5
"741",22,196,2010,3.33594493080021,3.333254706049,5
"742",22,196,2012,3.75513620772673,3.74962193223208,5
"743",22,196,2014,3.56318929084161,3.66800204324262,5
"744",22,196,2016,3.73121913407472,3.73495007966414,5
"745",22,196,2018,NA,3.37899328142139,5
"746",22,198,2010,1.43035196102627,1.43035196102627,5
"747",22,198,2012,1.88481190253334,1.88481190253334,5
"748",22,198,2014,2.35382447063376,2.35382447063376,5
"749",22,198,2016,1.39411276264954,1.39411276264954,5
"750",22,198,2018,NA,1.9312538896479,5
"751",22,199,2010,1.95135899000056,1.96233899667551,5
"752",22,199,2012,2.78766149557068,2.76517920211967,5
"753",22,199,2014,2.66149124865091,2.6917871571769,5
"754",22,199,2016,2.94493709801294,2.94450011537551,5
"755",22,199,2018,NA,3.41640631960133,5
"756",22,200,2010,2.5281660819536,2.55288142214872,5
"757",22,200,2012,2.89433424413965,2.92477957581421,5
"758",22,200,2014,3.33284436974311,3.33311941124254,5
"759",22,200,2016,3.73364096934114,3.67475045882508,5
"760",22,200,2018,NA,3.27766411263698,5
"761",22,201,2010,3.30301977644398,3.30395894984041,5
"762",22,201,2012,3.350089405702,3.35887467138557,5
"763",22,201,2014,3.85738293616499,3.81376535659363,5
"764",22,201,2016,3.80179355041581,3.79183058592107,5
"765",22,201,2018,NA,3.45022355454178,5
"766",22,202,2010,0.766290392031483,0.766290392031483,5
"767",22,202,2012,1.82153990473635,1.82153990473635,5
"768",22,202,2014,1.85068462274472,1.85068462274472,5
"769",22,202,2016,2.76164094953974,2.76164094953974,5
"770",22,202,2018,NA,2.23660822562381,5
"771",22,203,2010,2.01033775736298,2.01838464627206,5
"772",22,203,2012,3.53598286989266,3.53575937244311,5
"773",22,203,2014,3.65601179443634,3.63636628236946,5
"774",22,203,2016,3.47133472513302,3.46756609294823,5
"775",22,203,2018,NA,3.69097143970966,5
"776",22,204,2010,3.60833704704703,3.60833704704703,5
"777",22,204,2012,3.74471079027327,3.74471079027327,5
"778",22,204,2014,3.81436208648467,3.81436208648467,5
"779",22,204,2016,3.35681491598694,3.35681491598694,5
"780",22,204,2018,NA,2.62147618547225,5
"781",22,205,2010,3.27285275774817,3.28047802666734,5
"782",22,205,2012,3.68622842011911,3.69692578998775,5
"783",22,205,2014,3.70120552854432,3.68745667998028,5
"784",22,205,2016,3.50674958391083,3.51333784960546,5
"785",22,205,2018,NA,3.17840289232764,5
"786",22,206,2010,2.47032464095293,2.48944223661523,5
"787",22,206,2012,3.18043560533583,3.19472632078991,5
"788",22,206,2014,3.41901491043074,3.39749587022252,5
"789",22,206,2016,3.3448249810048,3.34591172846704,5
"790",22,206,2018,NA,3.04014225214783,5
"791",24,213,2010,2.60931176977252,2.603169540867,5
"792",24,213,2012,3.66721176952096,3.66672584677984,5
"793",24,213,2014,3.78860609945215,3.76837216915087,5
"794",24,213,2016,4.01721013974153,4.00790711670011,5
"795",24,213,2018,NA,3.26527396034604,5
"796",24,215,2010,2.5015008073383,2.50151167117398,5
"797",24,215,2012,3.33317286410025,3.32494079023041,5
"798",24,215,2014,3.56366593826627,3.58646487117115,5
"799",24,215,2016,3.69024525236499,3.70667482818243,5
"800",24,215,2018,NA,3.24498787060487,5
"801",24,216,2010,3.56250093400888,3.56359121931326,5
"802",24,216,2012,3.79997919534776,3.80455927187086,5
"803",24,216,2014,3.93501013309212,3.94225882853741,5
"804",24,216,2016,4.00322408179336,3.99422869964083,5
"805",24,216,2018,NA,3.58359880898921,5
"806",24,217,2010,3.14757671987947,3.15333292821796,5
"807",24,217,2012,3.62203690804987,3.67034653189906,5
"808",24,217,2014,3.75880997262699,3.77307733461127,5
"809",24,217,2016,3.91574253520921,3.92610059856215,5
"810",24,217,2018,NA,3.45016806498963,5
"811",24,218,2010,2.90883088860426,2.90736147125497,5
"812",24,218,2012,3.42049535495009,3.40961724777165,5
"813",24,218,2014,3.65913881087099,3.64067487660228,5
"814",24,218,2016,3.80545049742631,3.79841578231683,5
"815",24,218,2018,NA,3.50691682475524,5
"816",24,219,2010,2.18874853454121,2.17861212191417,5
"817",24,219,2012,2.93869089345818,2.92513470569566,5
"818",24,219,2014,3.23470613784377,3.32310497894708,5
"819",24,219,2016,3.49737881094761,3.49607788467145,5
"820",24,219,2018,NA,3.13580028014125,5
"821",24,220,2010,2.14619996694027,2.14998121835888,5
"822",24,220,2012,2.87660028688813,2.87009805961744,5
"823",24,220,2014,3.42796814512579,3.43325332897763,5
"824",24,220,2016,3.52233819306406,3.53736281657807,5
"825",24,220,2018,NA,3.20997217903102,5
"826",24,221,2010,2.9920898715508,2.99298079770395,5
"827",24,221,2012,3.6201277587272,3.63022876424465,5
"828",24,221,2014,3.82842940008728,3.76553614945115,5
"829",24,221,2016,3.69325336073354,3.69211411451052,5
"830",24,221,2018,NA,3.44998038985355,5
"831",24,222,2010,3.04503184177233,3.06255443913913,5
"832",24,222,2012,3.64763000874452,3.64840951085063,5
"833",24,222,2014,4.03552769993363,4.03817836962585,5
"834",24,222,2016,3.99297991807059,4.00041074064244,5
"835",24,222,2018,NA,3.51474507957523,5
"836",24,223,2010,3.08091830536251,3.08094429486575,5
"837",24,223,2012,3.62224732617688,3.60486038570579,5
"838",24,223,2014,3.83777007155124,3.8366701240127,5
"839",24,223,2016,3.87687891960042,3.87996561045342,5
"840",24,223,2018,NA,3.77033244135279,5
"841",25,227,2010,3.31806668192645,3.31333867650983,5
"842",25,227,2012,3.34672832513581,3.25135214323599,5
"843",25,227,2014,3.38193898839176,3.43206384477574,5
"844",25,227,2016,3.71795028225998,3.64823799001399,5
"845",25,227,2018,NA,3.50122942709435,5
"846",25,228,2010,3.42804612185085,3.42804612185085,5
"847",25,228,2012,3.51621459763778,3.51621459763778,5
"848",25,228,2014,3.35493214568214,3.35493214568214,5
"849",25,228,2016,4.0748404463362,4.0748404463362,5
"850",25,228,2018,NA,3.39632648316356,5
"851",25,230,2010,2.87001233531336,2.87064865907627,5
"852",25,230,2012,3.641418210405,3.63562326873587,5
"853",25,230,2014,3.54462227234892,3.54117486328109,5
"854",25,230,2016,3.93364769308991,3.94521923834675,5
"855",25,230,2018,NA,3.47480693470873,5
"856",25,231,2010,2.7939794816822,2.79697751917432,5
"857",25,231,2012,3.23147651903154,3.2297372643955,5
"858",25,231,2014,3.55200603197478,3.53723638879861,5
"859",25,231,2016,3.73432516057419,3.72965652700278,5
"860",25,231,2018,NA,3.18029701145069,5
"861",25,232,2010,3.26349192715531,3.26759152001155,5
"862",25,232,2012,3.568573853574,3.5656479671104,5
"863",25,232,2014,3.66935912049425,3.67842777069977,5
"864",25,232,2016,3.7648999579104,3.76724854708554,5
"865",25,232,2018,NA,3.54669675924346,5
"866",25,233,2010,3.37425135851683,3.37702378530517,5
"867",25,233,2012,3.4306167139947,3.40003525893628,5
"868",25,233,2014,3.68795909250355,3.67238607390621,5
"869",25,233,2016,3.61257180243725,3.60542647258749,5
"870",25,233,2018,NA,3.36700109507736,5
"871",25,234,2010,2.17338656659597,2.20325014327202,5
"872",25,234,2012,3.1810729686051,3.19008165288175,5
"873",25,234,2014,3.34349797491714,3.34966595309584,5
"874",25,234,2016,3.70504499805846,3.68871135000377,5
"875",25,234,2018,NA,3.26814747638287,5
"876",25,235,2010,3.29010156729693,3.29669758897754,5
"877",25,235,2012,3.36550986285351,3.38794783839654,5
"878",25,235,2014,3.52001654086742,3.49589832159887,5
"879",25,235,2016,3.60147455557727,3.59066536761569,5
"880",25,235,2018,NA,3.40531917371057,5
"881",25,236,2010,3.33248413035808,3.33248413035808,5
"882",25,236,2012,3.18078745257883,3.25100290122776,5
"883",25,236,2014,3.26932329815732,3.35755704739349,5
"884",25,236,2016,3.80199296103866,3.83023897091381,5
"885",25,236,2018,NA,3.25447725037621,5
"886",25,237,2010,3.61488259532738,3.60921824960211,5
"887",25,237,2012,3.98675206271753,3.99632431320818,5
"888",25,237,2014,3.94257656577374,3.9523790574324,5
"889",25,237,2016,4.10073152296963,4.098357117652,5
"890",25,237,2018,NA,3.57673372118922,5
"891",25,238,2010,3.20915983885574,3.21258242262163,5
"892",25,238,2012,2.73339752973489,2.74720577051985,5
"893",25,238,2014,3.04219108613526,3.07682954332619,5
"894",25,238,2016,3.49388880356433,3.49909005100983,5
"895",25,238,2018,NA,3.23581433702424,5
"896",25,239,2010,2.80748068456993,2.8054523915546,5
"897",25,239,2012,3.43403160994776,3.41689482732086,5
"898",25,239,2014,3.72000579129473,3.69248339341995,5
"899",25,239,2016,3.54321693404199,3.54430968506016,5
"900",25,239,2018,NA,3.80049510299884,5
"901",25,240,2010,1.94348469370023,1.94882614026776,5
"902",25,240,2012,2.71564338403786,2.69085150047043,5
"903",25,240,2014,2.62266785166138,2.59068331770571,5
"904",25,240,2016,3.52421230962661,3.53424253357302,5
"905",25,240,2018,NA,3.09114937356978,5
"906",26,243,2010,3.11258373276937,3.12342485608555,5
"907",26,243,2012,4.17829137910806,4.17681532517472,5
"908",26,243,2014,3.93051668753732,3.91597812343307,5
"909",26,243,2016,3.94028374099556,3.95208870617534,5
"910",26,243,2018,NA,3.4583134036817,5
"911",26,244,2010,4.10389723264508,4.10374481297663,5
"912",26,244,2012,4.16596216167195,4.04133868811841,5
"913",26,244,2014,3.98472965238384,3.96450351608414,5
"914",26,244,2016,3.93269187315333,4.00469253548354,5
"915",26,244,2018,NA,3.46188385140256,5
"916",26,246,2010,2.83519365114882,2.83423040575451,5
"917",26,246,2012,3.70555773769633,3.69793683867894,5
"918",26,246,2014,3.75622289480144,3.69781508411284,5
"919",26,246,2016,4.01787267847328,4.02403317239158,5
"920",26,246,2018,NA,3.38775804473274,5
"921",26,247,2010,3.34813896498778,3.34407351474181,5
"922",26,247,2012,3.90452683535605,3.90591668155699,5
"923",26,247,2014,3.95923665825043,3.9419712255749,5
"924",26,247,2016,3.88161932316164,3.88148895407511,5
"925",26,247,2018,NA,3.47545408648083,5
"926",26,248,2010,3.20966593808514,3.23858626306044,5
"927",26,248,2012,3.31609589122995,3.33417749454945,5
"928",26,248,2014,3.60352551347939,3.62788953497954,5
"929",26,248,2016,3.7835764623671,3.80926627956403,5
"930",26,248,2018,NA,3.14413536426672,5
"931",26,249,2010,3.38605392894149,3.41926983754669,5
"932",26,249,2012,3.73165486243189,3.77338046991868,5
"933",26,249,2014,4.0603498490291,4.06080946008353,5
"934",26,249,2016,3.89377884811846,3.90600792066058,5
"935",26,249,2018,NA,3.6501401933595,5
"936",26,251,2010,2.96840606574503,2.95141429393197,5
"937",26,251,2012,3.79999363216675,3.78906733247835,5
"938",26,251,2014,3.95510893153116,3.96239978497615,5
"939",26,251,2016,3.89752480132899,3.92611506076888,5
"940",26,251,2018,NA,3.74585079027851,5
"941",26,252,2010,2.87663324660728,2.87125395698054,5
"942",26,252,2012,3.74483883758693,3.76820230678998,5
"943",26,252,2014,3.87540363805109,3.84184616890962,5
"944",26,252,2016,3.90825881986154,3.90457202307998,5
"945",26,252,2018,NA,3.50791689619329,5
"946",26,253,2010,3.08438919891766,3.08649363872,5
"947",26,253,2012,3.54489638526048,3.50974217956382,5
"948",26,253,2014,3.84369854427445,3.84300003040423,5
"949",26,253,2016,3.82079897459613,3.82858553131954,5
"950",26,253,2018,NA,3.47665835867318,5
"951",27,256,2010,3.34361460600051,3.34447385854412,5
"952",27,256,2012,3.93018305253945,3.94794359690816,5
"953",27,256,2014,3.9594684631912,3.95581102090278,5
"954",27,256,2016,4.17598174330292,4.18084628638652,5
"955",27,256,2018,NA,3.23765671588454,5
"956",27,258,2010,3.43028839373352,3.43024244451949,5
"957",27,258,2012,3.7444482806006,3.74257046285141,5
"958",27,258,2014,3.81608237654342,3.82007857979432,5
"959",27,258,2016,3.95516333311405,3.98342074396161,5
"960",27,258,2018,NA,3.70084594388433,5
"961",27,259,2010,3.27289991108552,3.27706370288861,5
"962",27,259,2012,3.71097492005692,3.70040072865321,5
"963",27,259,2014,3.76440240493402,3.76518997268988,5
"964",27,259,2016,3.81313110327148,3.79065728993098,5
"965",27,259,2018,NA,3.69523011608339,5
"966",27,260,2010,3.29190325268162,3.28920733663558,5
"967",27,260,2012,3.88446641401595,3.88583000147656,5
"968",27,260,2014,3.92454282148024,3.92500552401256,5
"969",27,260,2016,4.05323383696458,4.05663976902711,5
"970",27,260,2018,NA,3.70282066242251,5
"971",27,261,2010,3.5375216402178,3.53208553657108,5
"972",27,261,2012,4.09714987554852,4.07799719786854,5
"973",27,261,2014,3.99471934062646,3.9810548651698,5
"974",27,261,2016,4.09936444852831,4.09908491640508,5
"975",27,261,2018,NA,3.77885362718393,5
"976",27,262,2010,3.09394500769629,3.09822494103793,5
"977",27,262,2012,3.65940020409323,3.66247032275265,5
"978",27,262,2014,3.80463814719379,3.80185543552225,5
"979",27,262,2016,3.9098885291962,3.90861972985212,5
"980",27,262,2018,NA,3.60714424931439,5
"981",27,263,2010,2.84412640586419,2.81154247317516,5
"982",27,263,2012,3.66461782169959,3.66661405612777,5
"983",27,263,2014,3.97871332388289,3.97038030427186,5
"984",27,263,2016,3.92939639328927,3.92383881589847,5
"985",27,263,2018,NA,3.64147774535033,5
"986",27,264,2010,3.259548993384,3.26420969846485,5
"987",27,264,2012,3.38123167787221,3.37418585471359,5
"988",27,264,2014,3.80257193856578,3.78426878865845,5
"989",27,264,2016,4.02233859205575,4.02261918056877,5
"990",27,264,2018,NA,3.6204668429883,5
"991",30,288,2010,3.21488943775054,3.24192073061264,5
"992",30,288,2012,3.79462950600751,3.76268362555483,5
"993",30,288,2014,3.83222407774184,3.81980737175183,5
"994",30,288,2016,3.80737934510102,3.86236084966671,5
"995",30,288,2018,NA,3.4980971822746,5
"996",30,290,2010,3.2305391360462,3.2373509000294,5
"997",30,290,2012,3.84258035854112,3.85025893570918,5
"998",30,290,2014,3.93607978747722,3.93130467205407,5
"999",30,290,2016,3.74927640659189,3.78839833408942,5
"1000",30,290,2018,NA,3.63550050239386,5
"1001",30,291,2010,2.74301538976764,2.74502385406681,5
"1002",30,291,2012,3.30427019660239,3.30643455258515,5
"1003",30,291,2014,3.85895967604169,3.85774578325433,5
"1004",30,291,2016,3.92929810587492,3.87533125449095,5
"1005",30,291,2018,NA,3.48312135970005,5
"1006",30,292,2010,2.92473200014143,2.92916664437817,5
"1007",30,292,2012,3.61461133901009,3.61810138319098,5
"1008",30,292,2014,3.80419658933963,3.80249921251136,5
"1009",30,292,2016,3.48103471210352,3.5106299996123,5
"1010",30,292,2018,NA,3.27194824385378,5
"1011",30,293,2010,2.6225438019825,2.62220317353175,5
"1012",30,293,2012,3.00066449662491,2.99798925518696,5
"1013",30,293,2014,3.5060780120482,3.52514897634753,5
"1014",30,293,2016,3.7073079197617,3.70963941290377,5
"1015",30,293,2018,NA,3.32431027258563,5
"1016",30,294,2010,2.71754200003316,2.71575161729714,5
"1017",30,294,2012,3.507204196973,3.51156814721573,5
"1018",30,294,2014,3.86271092780789,3.88774510299125,5
"1019",30,294,2016,3.91130478114956,3.92138559099958,5
"1020",30,294,2018,NA,3.5311889022755,5
"1021",30,295,2010,2.89273621559283,2.88405425810969,5
"1022",30,295,2012,3.52470300289093,3.52273498948927,5
"1023",30,295,2014,3.67373844450953,3.65929662283667,5
"1024",30,295,2016,3.93542897858899,3.96188619787267,5
"1025",30,295,2018,NA,3.35511078331441,5
"1026",30,296,2010,2.79159867233057,2.79236189858581,5
"1027",30,296,2012,3.57151710964915,3.57161322814692,5
"1028",30,296,2014,3.74152048470916,3.75941998826496,5
