,provname,id,distname,year,area,centroid_lon,centroid_lat
727,LamDong,667.0,TuyDuc,2010,,,
728,PhuYen,551.0,VanCanh,2010,,,
729,HoChiMinh,754.0,TanThanh,2010,,,
730,ThuaThienHue,470.0,HaiLang,2010,,,
731,DongThap,863.0,BinhTan,2010,,,
732,KienGiang,914.0,GiangThanh,2010,405916782.03305674,104.67254837785663,10.452032009079755
733,AnGiang,877.0,ChauThanh,2010,354959119.03537226,105.26575442218974,10.421310021060018
734,QuangTri,471.0,ConCo,2010,117.84160705575438,107.34306666666504,17.149700000005804
735,DakLak,639.0,ChuPuh,2010,,,
736,BaRia-VungTau,755.0,ConDao,2010,,,
737,HaNoi,1.0,BaDinh,2012,9281584.520744419,105.82643488035444,21.03605364283048
738,HaNoi,3.0,TayHo,2012,26955938.41579715,105.81993949831909,21.070878933888892
739,HaNoi,2.0,HoanKiem,2012,5167693.507109101,105.85369894061861,21.028804252078125
740,HaNoi,4.0,LongBien,2012,59554119.109820314,105.8942125422901,21.041859500724712
741,HaNoi,7.0,HaiBaTrung,2012,9698945.583393607,105.85781374368284,21.005504110294456
742,HaNoi,8.0,HoangMai,2012,40064008.77363807,105.8632570205197,20.974371010489197
743,HaNoi,6.0,DongDa,2012,10041584.330995208,105.8251997474931,21.01561331362957
744,HaNoi,9.0,ThanhXuan,2012,9254652.865492543,105.81549930195555,20.994797732619844
745,HaNoi,5.0,CauGiay,2012,12279755.545633053,105.79173437895129,21.0307224082036
746,HaNoi,16.0,SocSon,2012,304967112.8663739,105.83005362683426,21.272708287568364
747,HaNoi,17.0,DongAnh,2012,185680459.07879832,105.84020069165476,21.136775273986643
748,HaNoi,18.0,GiaLam,2012,117252526.30682671,105.9505516740597,21.029026970261942
749,HaNoi,19.0,TuLiem,2012,,,
750,HaNoi,20.0,ThanhTri,2012,63297180.364161894,105.84107734033148,20.932688359373618
751,HaiPhong,303.0,HongBang,2012,14971654.794163713,106.64800706136907,20.872142302354465
752,HaiPhong,304.0,NgoQuyen,2012,10975568.682261912,106.70101354985748,20.857040617063234
753,HaiPhong,306.0,HaiAn,2012,82500591.15279256,106.75672896673792,20.82219700193571
754,HaiPhong,305.0,LeChan,2012,11767891.208960498,106.67904812044219,20.835921643803747
755,HaiPhong,307.0,KienAn,2012,29369179.39104146,106.63909128987342,20.804427512031975
756,HaiPhong,308.0,DoSon,2012,78625.64433992795,106.81559657577053,20.66738704853194
757,HaiPhong,309.0,DuongKinh,2012,46340646.51372934,106.71362880461831,20.78153544953365
758,HaiPhong,311.0,ThuyNguyen,2012,261625241.0296797,106.67550305263474,20.947433276249726
759,HaiPhong,312.0,AnDuong,2012,103820243.21946557,106.59147210458319,20.88048008947507
760,HaiPhong,313.0,AnLao,2012,118353350.95119171,106.561071143702,20.80306973309113
761,HaiPhong,314.0,KienThuy,2012,104363291.9405128,106.67312914397674,20.73393402870382
762,HaiPhong,315.0,TienLang,2012,186395852.18744147,106.595197565991,20.695568298661904
763,HaiPhong,316.0,VinhBao,2012,182883226.1825325,106.4941585946526,20.67462757492043
764,VinhPhuc,243.0,VinhYen,2012,50863061.57656301,105.59629045418514,21.305782963663702
765,VinhPhuc,244.0,PhucYen,2012,118077932.01699454,105.72960472186604,21.322392819726318
766,VinhPhuc,246.0,LapThach,2012,172321628.7631255,105.47817219534593,21.421865779162214
767,VinhPhuc,253.0,SongLo,2012,150266395.80049387,105.39639816272586,21.43928086758526
768,VinhPhuc,248.0,TamDao,2012,234774546.21625116,105.59330275485861,21.460980375023507
769,VinhPhuc,247.0,TamDuong,2012,107967109.8744071,105.55442045093794,21.365327064529048
770,VinhPhuc,249.0,BinhXuyen,2012,148407855.45978022,105.66598568907571,21.31954345569419
771,VinhPhuc,252.0,VinhTuong,2012,141250141.26170963,105.49863429103927,21.242365416069163
772,VinhPhuc,251.0,YenLac,2012,105823435.58373427,105.57608706170352,21.220377166598176
773,HaNoi,250.0,MeLinh,2012,141675471.29555374,105.70616517707252,21.18340027983824
774,HaNoi,268.0,HaDong,2012,48777917.10910973,105.75697760148496,20.95363535109767
775,HaNoi,269.0,SonTay,2012,117481328.08262183,105.47962741380881,21.09686456638663
776,HaNoi,271.0,BaVi,2012,420084036.6839357,105.3829096760506,21.14122866281319
777,HaNoi,272.0,PhucTho,2012,119092939.7741028,105.58364926452899,21.11708540853383
778,HaNoi,273.0,DanPhuong,2012,78065737.51763983,105.67684845202395,21.113834991172347
779,HaNoi,276.0,ThachThat,2012,185908646.6710156,105.53081744912673,21.018858778391433
780,HaNoi,274.0,HoaiDuc,2012,84997914.46034466,105.69927684721273,21.02408870677492
781,HaNoi,275.0,QuocOai,2012,150860244.45047832,105.59792335216578,20.96765245882345
782,HaNoi,277.0,ChuongMy,2012,238225653.14486453,105.66045376815899,20.8771436718832
783,HaNoi,278.0,ThanhOai,2012,124535471.21774635,105.78103624927847,20.855892983479677
784,HaNoi,279.0,ThuongTin,2012,130327634.48715837,105.87504664753078,20.84484816134543
785,HaNoi,282.0,MyDuc,2012,225233484.70337525,105.7203975464489,20.686921413750284
786,HaNoi,281.0,UngHoa,2012,187994937.47136393,105.79929147586064,20.712099472442883
787,HaNoi,280.0,PhuXuyen,2012,172797512.16642687,105.90094282918459,20.73576482389806
788,BacNinh,256.0,BacNinh,2012,82518871.73365028,106.07411651808428,21.170586564426582
789,BacNinh,258.0,YenPhong,2012,97069735.03410126,105.97358846948903,21.20802421682677
790,BacNinh,259.0,QueVo,2012,153945109.03247556,106.1787615584677,21.14087587162313
791,BacNinh,260.0,TienDu,2012,96318934.92138536,106.03286061519819,21.114982459494087
792,BacNinh,261.0,TuSon,2012,60588335.53038195,105.95949091644806,21.12653072544707
793,BacNinh,262.0,ThuanThanh,2012,117379522.15709823,106.07648388617717,21.03719980196676
794,BacNinh,264.0,LuongTai,2012,105397843.26144978,106.22603931750065,21.022606309457036
795,BacNinh,263.0,GiaBinh,2012,107664775.91709293,106.20879746983556,21.07527255262111
796,HaiDuong,288.0,HaiDuong,2012,72789127.9559933,106.32824214441953,20.93972030548812
797,HaiDuong,290.0,ChiLinh,2012,282966527.86234874,106.40088304084581,21.13441296219918
798,HaiDuong,291.0,NamSach,2012,110818403.34709932,106.33686509469585,21.014719188041273
799,HaiDuong,294.0,ThanhHa,2012,159473379.713704,106.43218491707036,20.89504632917313
800,HaiDuong,292.0,KinhMon,2012,165975930.88106266,106.50838561453497,21.01478965784674
801,HaiDuong,293.0,KimThanh,2012,114727834.89743575,106.4887371060135,20.93597364370658
802,HaiDuong,297.0,GiaLoc,2012,113961633.66988616,106.28855539932347,20.850664295661996
803,HaiDuong,298.0,TuKy,2012,172446805.2744599,106.40715232808847,20.808573788119453
804,HaiDuong,295.0,CamGiang,2012,109884489.68725255,106.21509282837033,20.954606376989513
805,HaiDuong,296.0,BinhGiang,2012,106324665.3034866,106.188521668947,20.873684416652573
806,HaiDuong,300.0,ThanhMien,2012,124139317.78373629,106.21595089709885,20.780445405487708
807,HaiDuong,299.0,NinhGiang,2012,136324058.4844398,106.33410008616022,20.747530745510662
808,HungYen,323.0,HungYen,2012,70456876.29340322,106.06398999123483,20.657772173279977
809,HungYen,325.0,VanLam,2012,74769731.85359813,106.04267558492931,20.97778377323897
810,HungYen,328.0,MyHao,2012,79183353.52247298,106.09989002376749,20.93101165633819
811,HungYen,327.0,YenMy,2012,92097335.0793888,106.0276818908002,20.891456058341024
812,HungYen,326.0,VanGiang,2012,72203011.67662974,105.94892486654358,20.93246824177382
813,HungYen,330.0,KhoaiChau,2012,130400858.7401075,105.97303523575417,20.825105970266232
814,HungYen,329.0,AnThi,2012,129149714.81948113,106.1030370151928,20.813289874461084
815,HungYen,331.0,KimDong,2012,104865499.58549653,106.03274460489449,20.746213102563477
816,HungYen,333.0,PhuCu,2012,94642378.82603396,106.19071566116087,20.71356945636416
817,HungYen,332.0,TienLu,2012,78631682.34647402,106.13059158804735,20.683371175442307
818,HaNam,347.0,PhuLy,2012,87398580.6918187,105.93238207982746,20.545806238055015
819,HaNam,349.0,DuyTien,2012,122561179.96923617,105.97194746567881,20.637453832441206
820,HaNam,350.0,KimBang,2012,176440069.28525415,105.8468950538849,20.573067209611057
821,HaNam,353.0,LyNhan,2012,166662177.52462342,106.0913907997306,20.558777663440356
822,HaNam,351.0,ThanhLiem,2012,164708014.27273506,105.9195104783062,20.453750445872206
823,HaNam,352.0,BinhLuc,2012,143699970.39501238,106.03756892956591,20.491743288062104
824,NamDinh,356.0,NamDinh,2012,263443.15769538184,106.20861138768946,20.38893625443008
825,NamDinh,359.0,VuBan,2012,152994247.00894767,106.09584499700125,20.374479968309753
826,NamDinh,358.0,MyLoc,2012,74430163.40397581,106.13461003051637,20.456961084556372
827,NamDinh,360.0,YYen,2012,245699900.93482164,106.02433314748419,20.32204637959257
828,NamDinh,362.0,NamTruc,2012,164690014.7288295,106.21239832067583,20.339063065588252
829,NamDinh,363.0,TrucNinh,2012,143181891.42181456,106.24784455530425,20.247176753616607
830,NamDinh,364.0,XuanTruong,2012,115962278.75910413,106.35476399336234,20.301795857060657
831,NamDinh,365.0,GiaoThuy,2012,209803529.22639543,106.46895025328185,20.249924120156308
832,NamDinh,361.0,NghiaHung,2012,204489659.65162537,106.15646938544725,20.1069305516613
833,NamDinh,366.0,HaiHau,2012,227931613.00702637,106.26925663358296,20.149979190371802
834,ThaiBinh,336.0,ThaiBinh,2012,68043659.53199793,106.34734612081833,20.454029325162576
835,ThaiBinh,338.0,QuynhPhu,2012,210114622.15094683,106.36340309442718,20.64966007053206
836,ThaiBinh,339.0,HungHa,2012,213880787.1805209,106.20952853043491,20.5977502998766
837,ThaiBinh,341.0,ThaiThuy,2012,282662437.7598334,106.53003715496337,20.545160734097756
838,ThaiBinh,340.0,DongHung,2012,199390703.39549923,106.34888343267284,20.543521218685868
839,ThaiBinh,344.0,VuThu,2012,196849093.04353398,106.27685546835016,20.434362570093143
840,ThaiBinh,343.0,KienXuong,2012,201741144.99736357,106.42892883136098,20.39805280634722
841,ThaiBinh,342.0,TienHai,2012,235949646.4460042,106.54101661185987,20.370896583438245
842,NinhBinh,369.0,NinhBinh,2012,46780755.02127601,105.97190369223124,20.24648641813665
843,NinhBinh,370.0,TamDiep,2012,104552180.30890377,105.8917477538039,20.156536215173467
844,NinhBinh,372.0,NhoQuan,2012,451157336.82138807,105.74401603383693,20.29116017892386
845,NinhBinh,373.0,GiaVien,2012,176752051.81436646,105.86187462952093,20.34160677200454
846,NinhBinh,374.0,HoaLu,2012,102871163.90109423,105.928428709532,20.253786330990266
847,NinhBinh,377.0,YenMo,2012,148755415.36734587,105.99584193459404,20.128992227211555
848,NinhBinh,375.0,YenKhanh,2012,142433467.2171931,106.08767108800417,20.189610198276377
849,NinhBinh,376.0,KimSon,2012,169657869.97888896,106.08948125319257,20.057353946548616
850,HaGiang,24.0,HaGiang,2012,134686869.84923053,104.9671590287475,22.820075391954123
851,HaGiang,26.0,DongVan,2012,453936035.030289,105.26902866366358,23.236512007560407
852,HaGiang,27.0,MeoVac,2012,561165336.1835634,105.42824105059306,23.13728456872518
853,HaGiang,28.0,YenMinh,2012,784299415.5955331,105.19252481128515,23.058943942222584
854,HaGiang,29.0,QuanBa,2012,532047233.9431775,104.97061421858675,23.063722756285465
855,HaGiang,31.0,BacMe,2012,846016133.2449626,105.2868488600304,22.750416946311038
856,HaGiang,32.0,HoangSuPhi,2012,633333722.4045995,104.68683147204898,22.69837334308427
857,HaGiang,30.0,ViXuyen,2012,1500197814.3824778,104.96398376399851,22.759230878049582
858,HaGiang,33.0,XinMan,2012,582517263.0534703,104.50934805886173,22.635328291344507
859,HaGiang,34.0,BacQuang,2012,1093608751.6594913,104.90525203537,22.400814963409587
860,CaoBang,40.0,CaoBang,2012,108180105.07067162,106.25717259909051,22.6537188489249
861,CaoBang,43.0,BaoLac,2012,917188873.0581542,105.71236831994877,22.892618473418928
862,CaoBang,42.0,BaoLam,2012,912822770.4253982,105.49012732249021,22.866806042894364
863,CaoBang,45.0,HaQuang,2012,451668991.89524,106.11432220277872,22.907609123296524
864,CaoBang,44.0,ThongNong,2012,358115167.1504985,105.94758625255493,22.819065320862478
865,CaoBang,46.0,TraLinh,2012,252708837.50685805,106.3250454582741,22.819974954341987
866,CaoBang,47.0,TrungKhanh,2012,466764617.49460334,106.55548166854035,22.833957468240726
867,CaoBang,52.0,NguyenBinh,2012,838193680.9716434,105.93189437573845,22.630238358712173
868,CaoBang,51.0,HoaAn,2012,605715634.12375,106.19614538509242,22.698757224761707
869,CaoBang,49.0,QuangUyen,2012,384293115.51316667,106.44209610355931,22.675418264469528
870,CaoBang,48.0,HaLang,2012,458674104.4432074,106.68329874333249,22.71274364632277
871,CaoBang,53.0,ThachAn,2012,688575053.0341438,106.32401749651159,22.470232079326262
872,LaoCai,80.0,LaoCai,2012,226306883.33865124,103.98026713143369,22.411798510876817
873,LaoCai,83.0,MuongKhuong,2012,553108375.4690212,104.13374630095707,22.67898017021898
874,LaoCai,82.0,BatXat,2012,1052163131.7263879,103.71744944796635,22.56649820047716
875,LaoCai,84.0,SiMaCai,2012,231734003.4358737,104.26536147018345,22.6678209805015
876,LaoCai,85.0,BacHa,2012,685138475.0190117,104.3212534702086,22.498627665080953
877,LaoCai,86.0,BaoThang,2012,680376143.092266,104.13884038807275,22.373857704207413
878,LaoCai,88.0,SaPa,2012,680649259.2062479,103.91011243218163,22.292742359813477
879,LaoCai,87.0,BaoYen,2012,825535456.3135096,104.43951212141712,22.27337069028397
880,LaoCai,89.0,VanBan,2012,1421242877.5748599,104.18833065478047,22.052422294673676
881,BacKan,58.0,BacKan,2012,137175740.5011722,105.84665665170775,22.134105125933548
882,BacKan,61.0,BaBe,2012,683178759.9420328,105.74052435966934,22.40647157878176
883,BacKan,60.0,PacNam,2012,476827643.3724658,105.66714190958157,22.604070035611155
884,BacKan,62.0,NganSon,2012,645513518.395759,106.00247728417764,22.419559496674797
885,BacKan,64.0,ChoDon,2012,911226401.291994,105.57411545752342,22.18728200107852
886,BacKan,66.0,NaRi,2012,853448221.782647,106.0906338907229,22.165404311618772
887,BacKan,63.0,BachThong,2012,546450307.6096871,105.84558935156448,22.205013733868842
888,BacKan,65.0,ChoMoi,2012,605241331.1189243,105.84969661389538,21.983320986783422
889,LangSon,178.0,LangSon,2012,78961627.21351284,106.74329994369212,21.849799599811515
890,LangSon,180.0,TrangDinh,2012,1016245072.3286823,106.4478752405651,22.29342484386777
891,LangSon,182.0,VanLang,2012,564712595.9358767,106.58463326455454,22.056140109199333
892,LangSon,181.0,BinhGia,2012,1093288998.2913034,106.30851527866238,22.056917448724896
893,LangSon,185.0,BacSon,2012,699509437.0057136,106.26603120344554,21.82625889386335
894,LangSon,184.0,VanQuan,2012,548544299.173677,106.53458618057653,21.838828308690168
895,LangSon,183.0,CaoLoc,2012,554327880.7114584,106.84100497185099,21.899816829855457
896,LangSon,188.0,LocBinh,2012,985369852.0624975,106.94206417942586,21.688311245264714
897,LangSon,187.0,ChiLang,2012,703846667.6280153,106.61690360320516,21.668915134165427
898,LangSon,189.0,DinhLap,2012,1188177841.4994664,107.13431107894398,21.5363965464516
899,LangSon,186.0,HuuLung,2012,807482467.8107176,106.3407374804828,21.5609632389204
900,TuyenQuang,70.0,TuyenQuang,2012,119165685.13722543,105.2263754121395,21.78167159507218
901,TuyenQuang,72.0,NaHang,2012,864974893.1500037,105.43228661775723,22.445181081743886
902,TuyenQuang,71.0,LamBinh,2012,785197735.0161774,105.22760882318624,22.503561216863034
903,TuyenQuang,73.0,ChiemHoa,2012,1274379788.199343,105.27056957085954,22.173931385983813
904,TuyenQuang,74.0,HamYen,2012,900558985.8721138,105.01689513958709,22.100700404671183
905,TuyenQuang,75.0,YenSon,2012,1131899410.0601072,105.28861376015031,21.879899176771218
906,TuyenQuang,76.0,SonDuong,2012,786473389.8071645,105.38817208333752,21.65417188839344
907,YenBai,132.0,YenBai,2012,107504198.49584228,104.89470133505834,21.707757744461748
908,YenBai,133.0,NghiaLo,2012,30464653.281095047,104.49349163108558,21.595297757894826
909,YenBai,135.0,LucYen,2012,808238675.3281912,104.721575881091,22.09824721901529
910,YenBai,136.0,VanYen,2012,1395519237.9745238,104.55231763749897,21.907290546172202
911,YenBai,137.0,MuCangChai,2012,1196992489.7006052,104.12713344686433,21.795366082202595
912,YenBai,138.0,TranYen,2012,627548500.4687473,104.78929861973074,21.678250294534898
913,YenBai,141.0,YenBinh,2012,772802387.6369236,104.94385001883398,21.865088892544986
914,YenBai,140.0,VanChan,2012,1200523997.9188843,104.62148630426239,21.565743273101564
915,YenBai,139.0,TramTau,2012,742730858.9077449,104.43907543091413,21.499422798953727
916,ThaiNguyen,164.0,ThaiNguyen,2012,222709141.24764362,105.8132563905151,21.578977871818612
917,ThaiNguyen,165.0,SongCong,2012,97421904.12886973,105.83234865666054,21.49305020508884
918,ThaiNguyen,167.0,DinhHoa,2012,512779549.41650707,105.62967256804951,21.900535816678524
919,ThaiNguyen,170.0,VoNhai,2012,839107182.4893018,106.04008947268308,21.77873053621415
920,ThaiNguyen,168.0,PhuLuong,2012,352999953.4684364,105.72612855518065,21.770322089546383
921,ThaiNguyen,169.0,DongHy,2012,429381967.51775455,105.91387303633888,21.67572699287949
922,ThaiNguyen,171.0,DaiTu,2012,566009482.7087312,105.6181299135974,21.623835017755344
923,ThaiNguyen,173.0,PhuBinh,2012,240769838.65806237,105.9696025145033,21.487580736390264
924,ThaiNguyen,172.0,PhoYen,2012,259130273.4653671,105.81123164043059,21.434448530330993
925,PhuTho,227.0,VietTri,2012,115966343.0523088,105.37442257874964,21.332327106698052
926,PhuTho,228.0,PhuTho,2012,64980686.10882071,105.23498968535978,21.417782209790428
927,PhuTho,230.0,DoanHung,2012,302729657.9858654,105.15351766973168,21.61829749804215
928,PhuTho,231.0,HaHoa,2012,342428264.4283491,104.9996538746932,21.57342352587492
929,PhuTho,232.0,ThanhBa,2012,195435040.33559304,105.15938631563729,21.46915525609406
930,PhuTho,233.0,PhuNinh,2012,156983671.5524588,105.30286050001955,21.456056487167398
931,PhuTho,237.0,LamThao,2012,99482388.90747644,105.30188232725443,21.31749898210056
932,PhuTho,235.0,CamKhe,2012,232553766.94917345,105.09398468650188,21.40232600873371
933,PhuTho,234.0,YenLap,2012,437759439.0285063,105.00728017791532,21.361770099773928
934,PhuTho,236.0,TamNong,2012,153900989.60230783,105.23909854720677,21.290323508113953
935,PhuTho,239.0,ThanhThuy,2012,124485195.87230083,105.28357236537467,21.141281024458134
936,PhuTho,238.0,ThanhSon,2012,620131970.818506,105.18953281385173,21.065098156097587
937,PhuTho,240.0,TanSon,2012,687461074.1275388,104.97597592577547,21.186375169552882
938,BacGiang,213.0,BacGiang,2012,66697830.59032095,106.19658681693883,21.274519297798047
939,BacGiang,215.0,YenThe,2012,306263984.868076,106.1342426067358,21.519303222583382
940,BacGiang,216.0,TanYen,2012,208025019.9837829,106.10327319169565,21.386313638871776
941,BacGiang,219.0,LucNgan,2012,1028830924.124074,106.64072080848773,21.43712941522374
942,BacGiang,223.0,HiepHoa,2012,206261145.6159268,105.96767349321617,21.324527274292674
943,BacGiang,217.0,LangGiang,2012,243978343.2060645,106.25353904032329,21.375256660431305
944,BacGiang,220.0,SonDong,2012,860729090.3053541,106.85389384972879,21.309589155309958
945,BacGiang,218.0,LucNam,2012,609154449.7899163,106.46399065283225,21.282232617351188
946,BacGiang,222.0,VietYen,2012,171139578.11357874,106.09031514021476,21.27326848956849
947,BacGiang,221.0,YenDung,2012,191846094.24798247,106.2525467278388,21.208521693772635
948,QuangNinh,193.0,HaLong,2012,230.3984274638581,106.95279999995289,20.91886666669054
949,QuangNinh,195.0,CamPha,2012,152421.03192717925,107.21480310570435,20.950867200002776
950,QuangNinh,196.0,UongBi,2012,254935649.35951754,106.7654809496196,21.074583230007384
951,QuangNinh,194.0,MongCai,2012,41187073.661266245,107.91769153599263,21.373895425638754
952,QuangNinh,198.0,BinhLieu,2012,471862267.6433272,107.44082713423401,21.547078617164065
953,QuangNinh,201.0,HaiHa,2012,2351630.0309346113,107.7671163426291,21.29110608649422
954,QuangNinh,200.0,DamHa,2012,87039.24612470425,107.61573640004273,21.229060625674983
955,QuangNinh,199.0,TienYen,2012,653312106.5340052,107.37231073859523,21.371312731796742
956,QuangNinh,203.0,VanDon,2012,98363.37427707537,107.37724014996022,20.750577986585125
957,QuangNinh,204.0,HoanhBo,2012,843496013.9666951,107.0351717243274,21.111569391341103
958,QuangNinh,205.0,DongTrieu,2012,395848575.4691037,106.58643612163053,21.11155386629391
959,QuangNinh,206.0,QuangYen,2012,518.4009492929039,106.9513000000657,20.917400000054496
960,LaiChau,107.0,MuongTe,2012,2679026582.1206656,102.64778381592384,22.469308909684433
961,LaiChau,109.0,PhongTho,2012,1027068731.1616101,103.3641096356093,22.591322564080517
962,LaiChau,106.0,TamDuong,2012,683445584.7181817,103.59804631604148,22.338317946635335
963,LaiChau,105.0,LaiChau,2012,70318250.52453685,103.4496753212419,22.39218582798374
964,LaiChau,108.0,SinHo,2012,1519764451.0647154,103.33286185396048,22.257664917506293
965,LaiChau,111.0,TanUyen,2012,897990142.3319323,103.73243600133688,22.121956097833845
966,LaiChau,110.0,ThanUyen,2012,790738580.5324279,103.83807734153947,21.89331565387127
967,DienBien,94.0,DienBienPhu,2012,63960156.62095306,103.04495825854886,21.4057573221222
968,DienBien,95.0,MuongLay,2012,116000243.51740652,103.13070820930818,22.032610852182756
969,DienBien,96.0,MuongNhe,2012,1556776226.7672622,102.45242592871769,22.234249392250153
970,DienBien,98.0,TuaChua,2012,680385965.3557342,103.3718624344764,21.966555230724396
971,DienBien,97.0,MuongCha,2012,1192011036.8587866,103.12339414903009,21.835570571972394
972,DienBien,99.0,TuanGiao,2012,1134779252.7251287,103.396266821806,21.66994141371769
973,DienBien,100.0,DienBien,2012,1623897966.5440872,103.05723185279977,21.25103880629814
974,DienBien,101.0,DienBienDong,2012,1198867099.1603656,103.25907349775599,21.241302458177785
975,DienBien,102.0,MuongAng,2012,444751550.0757224,103.25394788448324,21.517788645157445
976,SonLa,116.0,SonLa,2012,323155463.63605493,103.90809007724731,21.341900420259062
977,SonLa,120.0,MuongLa,2012,1423848857.8788772,104.0703000433941,21.539164112666413
978,SonLa,119.0,ThuanChau,2012,1533547268.8252265,103.65442636020754,21.41912665881399
979,SonLa,121.0,BacYen,2012,1096386628.0702803,104.38952654904294,21.246782116405694
980,SonLa,122.0,PhuYen,2012,1232732223.632673,104.68945242389037,21.205087070070686
981,SonLa,125.0,MaiSon,2012,1425638593.202856,104.01714609417422,21.169635656929444
982,SonLa,126.0,SongMa,2012,1643319741.2722535,103.69356881097836,21.072365832778036
983,SonLa,124.0,YenChau,2012,853475697.5175414,104.32916016905197,20.99540417131712
984,SonLa,123.0,MocChau,2012,1076459514.4418802,104.62092732812576,20.881089254084845
985,HoaBinh,148.0,HoaBinh,2012,144318990.5680303,105.33371555484747,20.83265962361357
986,HoaBinh,150.0,DaBac,2012,778734533.2961084,105.09369235970372,20.909199378839702
987,HoaBinh,156.0,MaiChau,2012,559841538.2623228,105.01440646185135,20.691205462856317
988,HoaBinh,151.0,KySon,2012,205438427.2542183,105.39411471027591,20.919785394013168
989,HoaBinh,152.0,LuongSon,2012,362683092.26562995,105.56282532448805,20.800054916943765
990,HoaBinh,154.0,CaoPhong,2012,255014120.96766582,105.31996049871523,20.6975944904669
991,HoaBinh,153.0,KimBoi,2012,550704117.0719961,105.51657701669876,20.678241736747292
992,HoaBinh,159.0,LacThuy,2012,311176885.91508794,105.73331607209317,20.50346049376188
993,HoaBinh,155.0,TanLac,2012,532638182.16595846,105.23589250776078,20.605409723412254
994,HoaBinh,157.0,LacSon,2012,587292936.5643071,105.44106418844734,20.483547904022416
995,HoaBinh,158.0,YenThuy,2012,287558479.80445105,105.62693738327717,20.421920830128617
996,ThanhHoa,380.0,ThanhHoa,2012,146539272.5715206,105.78784872513677,19.806321788847544
997,ThanhHoa,381.0,BimSon,2012,63612347.2997425,105.88083628843212,20.085785921150524
998,ThanhHoa,382.0,SamSon,2012,44630036.19622977,105.87697207424341,19.745187360113956
999,ThanhHoa,385.0,QuanHoa,2012,993341845.8640279,104.9466523387375,20.465515312599514
1000,ThanhHoa,387.0,QuanSon,2012,931163633.5631979,104.84588430749342,20.27104738120299
1001,ThanhHoa,386.0,BaThuoc,2012,774915214.5706183,105.23202499874436,20.355479427313416
1002,ThanhHoa,390.0,CamThuy,2012,424886124.06955934,105.46150549198956,20.199299425958298
1003,ThanhHoa,391.0,ThachThanh,2012,558643624.3273724,105.62195479609115,20.210902592102684
1004,ThanhHoa,389.0,NgocLac,2012,493643556.24263275,105.37114342429396,20.06136741757206
1005,ThanhHoa,396.0,ThuongXuan,2012,1107305652.5515282,105.20351242921332,19.8996319705052
1006,ThanhHoa,402.0,NhuXuan,2012,713902569.3477881,105.37117068255574,19.616859369707964
1007,ThanhHoa,403.0,NhuThanh,2012,598890783.1501001,105.55908324112673,19.585734944016004
1008,ThanhHoa,393.0,VinhLoc,2012,156896340.97125778,105.6640661727047,20.04622660838933
1009,ThanhHoa,392.0,HaTrung,2012,227521350.21976697,105.82561679241795,20.03809018674333
1010,ThanhHoa,401.0,NgaSon,2012,151732140.94587883,105.987193988314,20.013219037719804
1011,ThanhHoa,394.0,YenDinh,2012,234601264.1722661,105.60494477960997,20.000062975065937
1012,ThanhHoa,395.0,ThoXuan,2012,283411867.56065506,105.4819551804148,19.922303627744466
1013,ThanhHoa,400.0,HauLoc,2012,139270607.61992756,105.88842294960573,19.935492456540867
1014,ThanhHoa,398.0,ThieuHoa,2012,159229265.1079891,105.67409928099075,19.898361870651243
1015,ThanhHoa,399.0,HoangHoa,2012,201073261.46829864,105.85912336600407,19.857119364470034
1016,ThanhHoa,405.0,DongSon,2012,82338990.85300145,105.70458623740657,19.799061151885763
1017,ThanhHoa,397.0,TrieuSon,2012,289212851.5395775,105.57191675852381,19.809806555279962
1018,ThanhHoa,406.0,QuangXuong,2012,176118324.72330183,105.78171165113731,19.679745999624878
1019,ThanhHoa,404.0,NongCong,2012,284379182.0344395,105.67629345582151,19.6180808570182
1020,ThanhHoa,407.0,TinhGia,2012,7847.751130298915,105.90936666789862,19.31923333407703
1021,NgheAn,412.0,Vinh,2012,105287632.15035215,105.68658690440172,18.697766657061877
1022,NgheAn,413.0,CuaLo,2012,25051387.024363264,105.7255751581472,18.788358322781928
1023,NgheAn,415.0,QuePhong,2012,1882249339.7277176,104.89472962882063,19.705649021625792
1024,NgheAn,416.0,QuyChau,2012,1057101632.1712383,105.08177793200753,19.54020726385515
1025,NgheAn,417.0,KySon,2012,2087383277.5421114,104.21133735955048,19.432147009260056
1026,NgheAn,420.0,QuyHop,2012,942200175.1081823,105.15596792256792,19.32243339207484
1027,NgheAn,419.0,NghiaDan,2012,612158311.5402625,105.42504369024884,19.357131459155195
1028,NgheAn,418.0,TuongDuong,2012,2805118130.882923,104.56731525340581,19.30366536660226
1029,NgheAn,421.0,QuynhLuu,2012,443786222.0682744,105.60442845234975,19.20853547596648
1030,NgheAn,423.0,TanKy,2012,729241985.7058605,105.21796563042096,19.111591463152102
1031,NgheAn,422.0,ConCuong,2012,1742240227.9039574,104.81868781287568,19.023608524656847
1032,NgheAn,426.0,YenThanh,2012,551061142.8277907,105.44159761982844,19.02296593973264
1033,NgheAn,425.0,DienChau,2012,302988885.4790185,105.57565905342317,19.001471456005312
1034,NgheAn,424.0,AnhSon,2012,599663884.5152328,105.05796196823107,18.950009250359166
1035,NgheAn,427.0,DoLuong,2012,353232714.7574099,105.34446666271597,18.89761811089111
1036,NgheAn,428.0,ThanhChuong,2012,1121691545.288744,105.23936450322803,18.739551239104383
