,provname,id,distname,year,area,centroid_lon,centroid_lat
84,HaNam,353.0,LyNhan,2010,166662177.52462342,106.0913907997306,20.558777663440356
85,HaNam,351.0,ThanhLiem,2010,164708014.27273506,105.9195104783062,20.453750445872206
86,HaNam,352.0,BinhLuc,2010,143699970.39501238,106.03756892956591,20.491743288062104
87,NamDinh,356.0,NamDinh,2010,263443.15769538184,106.20861138768946,20.38893625443008
88,NamDinh,359.0,VuBan,2010,152994247.00894767,106.09584499700125,20.374479968309753
89,NamDinh,358.0,MyLoc,2010,74430163.40397581,106.13461003051637,20.456961084556372
90,NamDinh,360.0,YYen,2010,245699900.93482164,106.02433314748419,20.32204637959257
91,NamDinh,362.0,NamTruc,2010,164690014.7288295,106.21239832067583,20.339063065588252
92,NamDinh,363.0,TrucNinh,2010,143181891.42181456,106.24784455530425,20.247176753616607
93,NamDinh,364.0,XuanTruong,2010,115962278.75910413,106.35476399336234,20.301795857060657
94,NamDinh,365.0,GiaoThuy,2010,209803529.22639543,106.46895025328185,20.249924120156308
95,NamDinh,361.0,NghiaHung,2010,204489659.65162537,106.15646938544725,20.1069305516613
96,NamDinh,366.0,HaiHau,2010,227931613.00702637,106.26925663358296,20.149979190371802
97,ThaiBinh,336.0,ThaiBinh,2010,68043659.53199793,106.34734612081833,20.454029325162576
98,ThaiBinh,338.0,QuynhPhu,2010,210114622.15094683,106.36340309442718,20.64966007053206
99,ThaiBinh,339.0,HungHa,2010,213880787.1805209,106.20952853043491,20.5977502998766
100,ThaiBinh,341.0,ThaiThuy,2010,282662437.7598334,106.53003715496337,20.545160734097756
101,ThaiBinh,340.0,DongHung,2010,199390703.39549923,106.34888343267284,20.543521218685868
102,ThaiBinh,344.0,VuThu,2010,196849093.04353398,106.27685546835016,20.434362570093143
103,ThaiBinh,343.0,KienXuong,2010,201741144.99736357,106.42892883136098,20.39805280634722
104,ThaiBinh,342.0,TienHai,2010,235949646.4460042,106.54101661185987,20.370896583438245
105,NinhBinh,369.0,NinhBinh,2010,46780755.02127601,105.97190369223124,20.24648641813665
106,NinhBinh,370.0,TamDiep,2010,104552180.30890377,105.8917477538039,20.156536215173467
107,NinhBinh,372.0,NhoQuan,2010,451157336.82138807,105.74401603383693,20.29116017892386
108,NinhBinh,373.0,GiaVien,2010,176752051.81436646,105.86187462952093,20.34160677200454
109,NinhBinh,374.0,HoaLu,2010,102871163.90109423,105.928428709532,20.253786330990266
110,NinhBinh,377.0,YenMo,2010,148755415.36734587,105.99584193459404,20.128992227211555
111,NinhBinh,375.0,YenKhanh,2010,142433467.2171931,106.08767108800417,20.189610198276377
112,NinhBinh,376.0,KimSon,2010,169657869.97888896,106.08948125319257,20.057353946548616
113,HaGiang,24.0,HaGiang,2010,134686869.84923053,104.9671590287475,22.820075391954123
114,HaGiang,26.0,DongVan,2010,453936035.030289,105.26902866366358,23.236512007560407
115,HaGiang,27.0,MeoVac,2010,561165336.1835634,105.42824105059306,23.13728456872518
116,HaGiang,28.0,YenMinh,2010,784299415.5955331,105.19252481128515,23.058943942222584
117,HaGiang,29.0,QuanBa,2010,532047233.9431775,104.97061421858675,23.063722756285465
118,HaGiang,31.0,BacMe,2010,846016133.2449626,105.2868488600304,22.750416946311038
119,HaGiang,32.0,HoangSuPhi,2010,633333722.4045995,104.68683147204898,22.69837334308427
120,HaGiang,30.0,ViXuyen,2010,1500197814.3824778,104.96398376399851,22.759230878049582
121,HaGiang,33.0,XinMan,2010,582517263.0534703,104.50934805886173,22.635328291344507
122,HaGiang,34.0,BacQuang,2010,1093608751.6594913,104.90525203537,22.400814963409587
123,CaoBang,40.0,CaoBang,2010,108180105.07067162,106.25717259909051,22.6537188489249
124,CaoBang,43.0,BaoLac,2010,917188873.0581542,105.71236831994877,22.892618473418928
125,CaoBang,42.0,BaoLam,2010,912822770.4253982,105.49012732249021,22.866806042894364
126,CaoBang,45.0,HaQuang,2010,451668991.89524,106.11432220277872,22.907609123296524
127,CaoBang,44.0,ThongNong,2010,358115167.1504985,105.94758625255493,22.819065320862478
128,CaoBang,46.0,TraLinh,2010,252708837.50685805,106.3250454582741,22.819974954341987
129,CaoBang,47.0,TrungKhanh,2010,466764617.49460334,106.55548166854035,22.833957468240726
130,CaoBang,52.0,NguyenBinh,2010,838193680.9716434,105.93189437573845,22.630238358712173
131,CaoBang,51.0,HoaAn,2010,605715634.12375,106.19614538509242,22.698757224761707
132,CaoBang,49.0,QuangUyen,2010,384293115.51316667,106.44209610355931,22.675418264469528
133,CaoBang,48.0,HaLang,2010,458674104.4432074,106.68329874333249,22.71274364632277
134,CaoBang,53.0,ThachAn,2010,688575053.0341438,106.32401749651159,22.470232079326262
135,LaoCai,80.0,LaoCai,2010,226306883.33865124,103.98026713143369,22.411798510876817
136,LaoCai,83.0,MuongKhuong,2010,553108375.4690212,104.13374630095707,22.67898017021898
137,LaoCai,82.0,BatXat,2010,1052163131.7263879,103.71744944796635,22.56649820047716
138,LaoCai,84.0,SiMaCai,2010,231734003.4358737,104.26536147018345,22.6678209805015
139,LaoCai,85.0,BacHa,2010,685138475.0190117,104.3212534702086,22.498627665080953
140,LaoCai,86.0,BaoThang,2010,680376143.092266,104.13884038807275,22.373857704207413
141,LaoCai,88.0,SaPa,2010,680649259.2062479,103.91011243218163,22.292742359813477
142,LaoCai,87.0,BaoYen,2010,825535456.3135096,104.43951212141712,22.27337069028397
143,LaoCai,89.0,VanBan,2010,1421242877.5748599,104.18833065478047,22.052422294673676
144,BacKan,58.0,BacKan,2010,137175740.5011722,105.84665665170775,22.134105125933548
145,BacKan,61.0,BaBe,2010,683178759.9420328,105.74052435966934,22.40647157878176
146,BacKan,60.0,PacNam,2010,476827643.3724658,105.66714190958157,22.604070035611155
147,BacKan,62.0,NganSon,2010,645513518.395759,106.00247728417764,22.419559496674797
148,BacKan,64.0,ChoDon,2010,911226401.291994,105.57411545752342,22.18728200107852
149,BacKan,66.0,NaRi,2010,853448221.782647,106.0906338907229,22.165404311618772
150,BacKan,63.0,BachThong,2010,546450307.6096871,105.84558935156448,22.205013733868842
151,BacKan,65.0,ChoMoi,2010,605241331.1189243,105.84969661389538,21.983320986783422
152,LangSon,178.0,LangSon,2010,78961627.21351284,106.74329994369212,21.849799599811515
153,LangSon,180.0,TrangDinh,2010,1016245072.3286823,106.4478752405651,22.29342484386777
154,LangSon,182.0,VanLang,2010,564712595.9358767,106.58463326455454,22.056140109199333
155,LangSon,181.0,BinhGia,2010,1093288998.2913034,106.30851527866238,22.056917448724896
156,LangSon,185.0,BacSon,2010,699509437.0057136,106.26603120344554,21.82625889386335
157,LangSon,184.0,VanQuan,2010,548544299.173677,106.53458618057653,21.838828308690168
158,LangSon,183.0,CaoLoc,2010,554327880.7114584,106.84100497185099,21.899816829855457
159,LangSon,188.0,LocBinh,2010,985369852.0624975,106.94206417942586,21.688311245264714
160,LangSon,187.0,ChiLang,2010,703846667.6280153,106.61690360320516,21.668915134165427
161,LangSon,189.0,DinhLap,2010,1188177841.4994664,107.13431107894398,21.5363965464516
162,LangSon,186.0,HuuLung,2010,807482467.8107176,106.3407374804828,21.5609632389204
163,TuyenQuang,70.0,TuyenQuang,2010,119165685.13722543,105.2263754121395,21.78167159507218
164,TuyenQuang,72.0,NaHang,2010,864974893.1500037,105.43228661775723,22.445181081743886
165,TuyenQuang,73.0,ChiemHoa,2010,1274379788.199343,105.27056957085954,22.173931385983813
166,TuyenQuang,74.0,HamYen,2010,900558985.8721138,105.01689513958709,22.100700404671183
167,TuyenQuang,75.0,YenSon,2010,1131899410.0601072,105.28861376015031,21.879899176771218
168,TuyenQuang,76.0,SonDuong,2010,786473389.8071645,105.38817208333752,21.65417188839344
169,YenBai,132.0,YenBai,2010,107504198.49584228,104.89470133505834,21.707757744461748
170,YenBai,133.0,NghiaLo,2010,30464653.281095047,104.49349163108558,21.595297757894826
171,YenBai,135.0,LucYen,2010,808238675.3281912,104.721575881091,22.09824721901529
172,YenBai,136.0,VanYen,2010,1395519237.9745238,104.55231763749897,21.907290546172202
173,YenBai,137.0,MuCangChai,2010,1196992489.7006052,104.12713344686433,21.795366082202595
174,YenBai,138.0,TranYen,2010,627548500.4687473,104.78929861973074,21.678250294534898
175,YenBai,141.0,YenBinh,2010,772802387.6369236,104.94385001883398,21.865088892544986
176,YenBai,140.0,VanChan,2010,1200523997.9188843,104.62148630426239,21.565743273101564
177,YenBai,139.0,TramTau,2010,742730858.9077449,104.43907543091413,21.499422798953727
178,ThaiNguyen,164.0,ThaiNguyen,2010,222709141.24764362,105.8132563905151,21.578977871818612
179,ThaiNguyen,165.0,SongCong,2010,97421904.12886973,105.83234865666054,21.49305020508884
180,ThaiNguyen,167.0,DinhHoa,2010,512779549.41650707,105.62967256804951,21.900535816678524
181,ThaiNguyen,170.0,VoNhai,2010,839107182.4893018,106.04008947268308,21.77873053621415
182,ThaiNguyen,168.0,PhuLuong,2010,352999953.4684364,105.72612855518065,21.770322089546383
183,ThaiNguyen,169.0,DongHy,2010,429381967.51775455,105.91387303633888,21.67572699287949
184,ThaiNguyen,171.0,DaiTu,2010,566009482.7087312,105.6181299135974,21.623835017755344
185,ThaiNguyen,173.0,PhuBinh,2010,240769838.65806237,105.9696025145033,21.487580736390264
186,ThaiNguyen,172.0,PhoYen,2010,259130273.4653671,105.81123164043059,21.434448530330993
187,PhuTho,227.0,VietTri,2010,115966343.0523088,105.37442257874964,21.332327106698052
188,PhuTho,228.0,PhuTho,2010,64980686.10882071,105.23498968535978,21.417782209790428
189,PhuTho,230.0,DoanHung,2010,302729657.9858654,105.15351766973168,21.61829749804215
190,PhuTho,231.0,HaHoa,2010,342428264.4283491,104.9996538746932,21.57342352587492
191,PhuTho,232.0,ThanhBa,2010,195435040.33559304,105.15938631563729,21.46915525609406
192,PhuTho,233.0,PhuNinh,2010,156983671.5524588,105.30286050001955,21.456056487167398
193,PhuTho,237.0,LamThao,2010,99482388.90747644,105.30188232725443,21.31749898210056
194,PhuTho,235.0,CamKhe,2010,232553766.94917345,105.09398468650188,21.40232600873371
195,PhuTho,234.0,YenLap,2010,437759439.0285063,105.00728017791532,21.361770099773928
196,PhuTho,236.0,TamNong,2010,153900989.60230783,105.23909854720677,21.290323508113953
197,PhuTho,239.0,ThanhThuy,2010,124485195.87230083,105.28357236537467,21.141281024458134
198,PhuTho,238.0,ThanhSon,2010,620131970.818506,105.18953281385173,21.065098156097587
199,PhuTho,240.0,TanSon,2010,687461074.1275388,104.97597592577547,21.186375169552882
200,BacGiang,213.0,BacGiang,2010,66697830.59032095,106.19658681693883,21.274519297798047
201,BacGiang,215.0,YenThe,2010,306263984.868076,106.1342426067358,21.519303222583382
202,BacGiang,216.0,TanYen,2010,208025019.9837829,106.10327319169565,21.386313638871776
203,BacGiang,219.0,LucNgan,2010,1028830924.124074,106.64072080848773,21.43712941522374
204,BacGiang,223.0,HiepHoa,2010,206261145.6159268,105.96767349321617,21.324527274292674
205,BacGiang,217.0,LangGiang,2010,243978343.2060645,106.25353904032329,21.375256660431305
206,BacGiang,220.0,SonDong,2010,860729090.3053541,106.85389384972879,21.309589155309958
207,BacGiang,218.0,LucNam,2010,609154449.7899163,106.46399065283225,21.282232617351188
208,BacGiang,222.0,VietYen,2010,171139578.11357874,106.09031514021476,21.27326848956849
209,BacGiang,221.0,YenDung,2010,191846094.24798247,106.2525467278388,21.208521693772635
210,QuangNinh,193.0,HaLong,2010,230.3984274638581,106.95279999995289,20.91886666669054
211,QuangNinh,195.0,CamPha,2010,152421.03192717925,107.21480310570435,20.950867200002776
212,QuangNinh,196.0,UongBi,2010,254935649.35951754,106.7654809496196,21.074583230007384
213,QuangNinh,194.0,MongCai,2010,41187073.661266245,107.91769153599263,21.373895425638754
214,QuangNinh,198.0,BinhLieu,2010,471862267.6433272,107.44082713423401,21.547078617164065
215,QuangNinh,201.0,HaiHa,2010,2351630.0309346113,107.7671163426291,21.29110608649422
216,QuangNinh,200.0,DamHa,2010,87039.24612470425,107.61573640004273,21.229060625674983
217,QuangNinh,199.0,TienYen,2010,653312106.5340052,107.37231073859523,21.371312731796742
218,QuangNinh,203.0,VanDon,2010,98363.37427707537,107.37724014996022,20.750577986585125
219,QuangNinh,204.0,HoanhBo,2010,843496013.9666951,107.0351717243274,21.111569391341103
220,QuangNinh,205.0,DongTrieu,2010,395848575.4691037,106.58643612163053,21.11155386629391
221,QuangNinh,206.0,YenHung,2010,,,
222,LaiChau,107.0,MuongTe,2010,2679026582.1206656,102.64778381592384,22.469308909684433
223,LaiChau,109.0,PhongTho,2010,1027068731.1616101,103.3641096356093,22.591322564080517
224,LaiChau,106.0,TamDuong,2010,683445584.7181817,103.59804631604148,22.338317946635335
225,LaiChau,105.0,LaiChau,2010,70318250.52453685,103.4496753212419,22.39218582798374
226,LaiChau,108.0,SinHo,2010,1519764451.0647154,103.33286185396048,22.257664917506293
227,LaiChau,111.0,TanUyen,2010,897990142.3319323,103.73243600133688,22.121956097833845
228,LaiChau,110.0,ThanUyen,2010,790738580.5324279,103.83807734153947,21.89331565387127
229,DienBien,94.0,DienBienPhu,2010,63960156.62095306,103.04495825854886,21.4057573221222
230,DienBien,95.0,MuongLay,2010,116000243.51740652,103.13070820930818,22.032610852182756
231,DienBien,96.0,MuongNhe,2010,1556776226.7672622,102.45242592871769,22.234249392250153
232,DienBien,98.0,TuaChua,2010,680385965.3557342,103.3718624344764,21.966555230724396
233,DienBien,97.0,MuongCha,2010,1192011036.8587866,103.12339414903009,21.835570571972394
234,DienBien,99.0,TuanGiao,2010,1134779252.7251287,103.396266821806,21.66994141371769
235,DienBien,100.0,DienBien,2010,1623897966.5440872,103.05723185279977,21.25103880629814
236,DienBien,101.0,DienBienDong,2010,1198867099.1603656,103.25907349775599,21.241302458177785
237,DienBien,102.0,MuongAng,2010,444751550.0757224,103.25394788448324,21.517788645157445
238,SonLa,116.0,SonLa,2010,323155463.63605493,103.90809007724731,21.341900420259062
239,SonLa,118.0,QuynhNhai,2010,1057314404.7795506,103.65014081388563,21.77153965892536
240,SonLa,120.0,MuongLa,2010,1423848857.8788772,104.0703000433941,21.539164112666413
241,SonLa,119.0,ThuanChau,2010,1533547268.8252265,103.65442636020754,21.41912665881399
242,SonLa,121.0,BacYen,2010,1096386628.0702803,104.38952654904294,21.246782116405694
243,SonLa,122.0,PhuYen,2010,1232732223.632673,104.68945242389037,21.205087070070686
244,SonLa,125.0,MaiSon,2010,1425638593.202856,104.01714609417422,21.169635656929444
245,SonLa,126.0,SongMa,2010,1643319741.2722535,103.69356881097836,21.072365832778036
246,SonLa,124.0,YenChau,2010,853475697.5175414,104.32916016905197,20.99540417131712
247,SonLa,123.0,MocChau,2010,1076459514.4418802,104.62092732812576,20.881089254084845
248,HoaBinh,148.0,HoaBinh,2010,144318990.5680303,105.33371555484747,20.83265962361357
249,HoaBinh,150.0,DaBac,2010,778734533.2961084,105.09369235970372,20.909199378839702
250,HoaBinh,156.0,MaiChau,2010,559841538.2623228,105.01440646185135,20.691205462856317
251,HoaBinh,151.0,KySon,2010,205438427.2542183,105.39411471027591,20.919785394013168
252,HoaBinh,152.0,LuongSon,2010,362683092.26562995,105.56282532448805,20.800054916943765
253,HoaBinh,154.0,CaoPhong,2010,255014120.96766582,105.31996049871523,20.6975944904669
254,HoaBinh,153.0,KimBoi,2010,550704117.0719961,105.51657701669876,20.678241736747292
255,HoaBinh,159.0,LacThuy,2010,311176885.91508794,105.73331607209317,20.50346049376188
256,HoaBinh,155.0,TanLac,2010,532638182.16595846,105.23589250776078,20.605409723412254
257,HoaBinh,157.0,LacSon,2010,587292936.5643071,105.44106418844734,20.483547904022416
258,HoaBinh,158.0,YenThuy,2010,287558479.80445105,105.62693738327717,20.421920830128617
259,ThanhHoa,380.0,ThanhHoa,2010,146539272.5715206,105.78784872513677,19.806321788847544
260,ThanhHoa,381.0,BimSon,2010,63612347.2997425,105.88083628843212,20.085785921150524
261,ThanhHoa,382.0,SamSon,2010,44630036.19622977,105.87697207424341,19.745187360113956
262,ThanhHoa,385.0,QuanHoa,2010,993341845.8640279,104.9466523387375,20.465515312599514
263,ThanhHoa,387.0,QuanSon,2010,931163633.5631979,104.84588430749342,20.27104738120299
264,ThanhHoa,386.0,BaThuoc,2010,774915214.5706183,105.23202499874436,20.355479427313416
265,ThanhHoa,390.0,CamThuy,2010,424886124.06955934,105.46150549198956,20.199299425958298
266,ThanhHoa,391.0,ThachThanh,2010,558643624.3273724,105.62195479609115,20.210902592102684
267,ThanhHoa,389.0,NgocLac,2010,493643556.24263275,105.37114342429396,20.06136741757206
268,ThanhHoa,396.0,ThuongXuan,2010,1107305652.5515282,105.20351242921332,19.8996319705052
269,ThanhHoa,402.0,NhuXuan,2010,713902569.3477881,105.37117068255574,19.616859369707964
270,ThanhHoa,403.0,NhuThanh,2010,598890783.1501001,105.55908324112673,19.585734944016004
271,ThanhHoa,393.0,VinhLoc,2010,156896340.97125778,105.6640661727047,20.04622660838933
272,ThanhHoa,392.0,HaTrung,2010,227521350.21976697,105.82561679241795,20.03809018674333
273,ThanhHoa,401.0,NgaSon,2010,151732140.94587883,105.987193988314,20.013219037719804
274,ThanhHoa,394.0,YenDinh,2010,234601264.1722661,105.60494477960997,20.000062975065937
275,ThanhHoa,395.0,ThoXuan,2010,283411867.56065506,105.4819551804148,19.922303627744466
276,ThanhHoa,400.0,HauLoc,2010,139270607.61992756,105.88842294960573,19.935492456540867
277,ThanhHoa,398.0,ThieuHoa,2010,159229265.1079891,105.67409928099075,19.898361870651243
278,ThanhHoa,399.0,HoangHoa,2010,201073261.46829864,105.85912336600407,19.857119364470034
279,ThanhHoa,405.0,DongSon,2010,82338990.85300145,105.70458623740657,19.799061151885763
280,ThanhHoa,397.0,TrieuSon,2010,289212851.5395775,105.57191675852381,19.809806555279962
281,ThanhHoa,406.0,QuangXuong,2010,176118324.72330183,105.78171165113731,19.679745999624878
282,ThanhHoa,404.0,NongCong,2010,284379182.0344395,105.67629345582151,19.6180808570182
283,ThanhHoa,407.0,TinhGia,2010,7847.751130298915,105.90936666789862,19.31923333407703
284,NgheAn,412.0,Vinh,2010,105287632.15035215,105.68658690440172,18.697766657061877
285,NgheAn,413.0,CuaLo,2010,25051387.024363264,105.7255751581472,18.788358322781928
286,NgheAn,415.0,QuePhong,2010,1882249339.7277176,104.89472962882063,19.705649021625792
287,NgheAn,416.0,QuyChau,2010,1057101632.1712383,105.08177793200753,19.54020726385515
288,NgheAn,417.0,KySon,2010,2087383277.5421114,104.21133735955048,19.432147009260056
289,NgheAn,420.0,QuyHop,2010,942200175.1081823,105.15596792256792,19.32243339207484
290,NgheAn,419.0,NghiaDan,2010,612158311.5402625,105.42504369024884,19.357131459155195
291,NgheAn,418.0,TuongDuong,2010,2805118130.882923,104.56731525340581,19.30366536660226
292,NgheAn,421.0,QuynhLuu,2010,443786222.0682744,105.60442845234975,19.20853547596648
293,NgheAn,423.0,TanKy,2010,729241985.7058605,105.21796563042096,19.111591463152102
294,NgheAn,422.0,ConCuong,2010,1742240227.9039574,104.81868781287568,19.023608524656847
295,NgheAn,426.0,YenThanh,2010,551061142.8277907,105.44159761982844,19.02296593973264
296,NgheAn,425.0,DienChau,2010,302988885.4790185,105.57565905342317,19.001471456005312
297,NgheAn,424.0,AnhSon,2010,599663884.5152328,105.05796196823107,18.950009250359166
298,NgheAn,427.0,DoLuong,2010,353232714.7574099,105.34446666271597,18.89761811089111
299,NgheAn,428.0,ThanhChuong,2010,1121691545.288744,105.23936450322803,18.739551239104383
300,NgheAn,429.0,NghiLoc,2010,347885268.7112989,105.60405842015048,18.811307644218914
301,NgheAn,430.0,NamDan,2010,292306883.5390808,105.52140513235612,18.68005417588533
302,NgheAn,431.0,HungNguyen,2010,157912113.14417556,105.62279829740955,18.66629907825379
303,NgheAn,414.0,ThaiHoa,2010,134578672.06850946,105.44566838215442,19.289649267614305
304,HaTinh,436.0,HaTinh,2010,56617688.831179984,105.90298013964738,18.355119943493886
305,HaTinh,437.0,HongLinh,2010,60115999.40842781,105.70899301733898,18.530891428686566
306,HaTinh,442.0,NghiXuan,2010,219362964.1915055,105.76548027621162,18.620196909440754
