"matinh","mahuyen","maxa","year","mean_pos_WI"
1,19,632,2014,3.0143901092357
1,19,632,2019,2.99586704255567
1,19,634,2014,3.00129348260423
1,19,634,2019,3.03386073583446
1,19,637,2014,3.12102687884732
1,19,637,2019,2.99229272180629
1,20,640,2014,3.03948331828467
1,20,640,2019,3.06535422259905
1,20,643,2014,3.04969711139524
1,20,643,2019,3.08476855533864
1,20,646,2014,3.09381150284263
1,20,646,2019,3.02551691584309
1,20,649,2014,3.01015864204589
1,20,649,2019,2.98599147054061
1,20,652,2014,2.79938879466737
1,20,652,2019,3.07619923953005
1,20,655,2019,3.02110385366994
1,20,658,2014,2.90229760382984
1,20,658,2019,3.00377053323142
1,20,661,2019,2.86542787752959
1,20,664,2014,3.03711827697017
1,20,664,2019,3.02753669441424
1,20,667,2014,2.86251109662031
1,20,667,2019,3.08680798890259
1,20,670,2019,3.04094425598788
1,20,673,2014,2.82067386072366
1,20,673,2019,3.04113017539062
1,20,676,2014,2.57833688388443
1,20,676,2019,3.01411243673564
1,20,679,2019,3.04917358670505
1,20,682,2014,2.89820749019864
1,20,682,2019,3.08238045030967
1,20,685,2014,2.97982914415994
1,20,685,2019,2.96347511299566
1,21,595,2014,3.00101668882096
1,21,595,2019,2.99237877269996
1,21,598,2014,2.91689554792655
1,21,598,2019,2.96125361089841
1,21,601,2014,2.80255928794311
1,21,601,2019,3.02254439630049
1,21,602,2014,2.44363625897795
1,21,602,2019,2.743159459097
1,21,604,2014,2.95661829853689
1,21,604,2019,2.9156015510945
1,21,607,2014,2.89395110545637
1,21,607,2019,2.86515333997667
1,21,610,2014,2.99292963661818
1,21,610,2019,3.06447188240088
1,21,611,2014,3.11418834549839
1,21,611,2019,3.04202794323582
1,21,613,2014,2.65709097975844
1,21,613,2019,2.64748013984099
1,21,616,2014,2.79280781119626
1,21,616,2019,2.9792608573068
1,21,617,2014,2.65558704426849
1,21,617,2019,2.90011112954834
1,21,619,2014,2.92261485069627
1,21,619,2019,2.88448249303482
1,21,620,2014,2.68385310616347
1,21,620,2019,2.73655422157068
1,250,8973,2014,2.59590125115318
1,250,8973,2019,2.71468155337184
1,250,8974,2019,3.03728034816581
1,250,8977,2014,2.87136535003325
1,250,8977,2019,3.05634075120191
1,250,8980,2014,2.81074849649845
1,250,8980,2019,3.05522659452615
1,250,8983,2019,3.02123524918523
1,250,8986,2014,2.70510092026641
1,250,8986,2019,3.05257190954304
1,250,8989,2014,2.81982051833122
1,250,8989,2019,2.77439795078435
1,250,8992,2014,2.92505386345441
1,250,8992,2019,2.99594867525757
1,250,8995,2019,3.00722324381919
1,250,8998,2014,2.79979645698214
1,250,8998,2019,3.03632217307706
1,250,9001,2019,3.02587032591655
1,250,9004,2014,2.56682746929665
1,250,9004,2019,3.0359102352851
1,250,9007,2019,3.01090263243258
1,250,9010,2014,2.95900554361156
1,250,9010,2019,3.08665796494311
1,250,9013,2014,2.7934562286855
1,250,9013,2019,3.03645961876511
1,250,9016,2019,3.04863819763859
1,250,9019,2014,2.87328506476923
1,250,9019,2019,3.05901554993208
1,250,9022,2014,2.8277708091047
1,250,9022,2019,3.10689565033597
1,268,9538,2014,3.08384719989475
1,268,9538,2019,3.10815581694718
1,268,9541,2014,3.11242309927589
1,268,9541,2019,3.04654870650834
1,268,9542,2014,3.1284658105782
1,268,9542,2019,3.07472147761254
1,268,9544,2014,2.95815769668559
1,268,9544,2019,3.0818506257195
1,268,9547,2014,3.13948935378692
1,268,9547,2019,3.09503925872405
1,268,9550,2014,3.00563124372802
1,268,9550,2019,3.10829175345501
1,268,9551,2014,3.03669540553686
1,268,9551,2019,3.1038245852509
1,268,9552,2014,3.12451097485541
1,268,9552,2019,3.11196457480918
1,268,9553,2014,3.17148180745701
1,268,9553,2019,3.10563646339701
1,268,9556,2019,3.09942768691117
1,268,9562,2014,2.81090047378223
1,268,9562,2019,3.08712338971529
1,268,9565,2014,2.96612178225208
1,268,9565,2019,3.10765538101991
1,268,9568,2014,3.01021015207497
1,268,9568,2019,2.99145798266565
1,268,9571,2014,2.87606160236142
1,268,9571,2019,3.08140741835048
1,268,9886,2014,3.049945633535
1,268,9886,2019,3.07602885453941
1,268,10117,2014,2.84880805692433
1,268,10117,2019,3.04814927717143
1,268,10123,2014,3.04082745809048
1,268,10123,2019,3.05857153863749
1,269,9574,2019,3.02508960521482
1,269,9577,2014,3.03256882440237
1,269,9577,2019,3.07963104693889
1,269,9580,2019,3.05016889785834
1,269,9583,2019,3.0410961483099
1,269,9586,2014,3.0106918932182
1,269,9586,2019,3.09183805124496
1,269,9589,2014,2.96724156074316
1,269,9589,2019,2.9827201778338
1,269,9592,2019,3.0168982123845
1,269,9595,2019,3.00177312127851
1,269,9598,2014,2.61314915516886
1,269,9598,2019,2.95191558352181
1,269,9601,2014,3.01590570962187
1,269,9601,2019,3.03256494743865
1,269,9604,2019,2.95504976632425
1,269,9607,2019,3.00138565347184
1,269,9610,2014,2.72962277831241
1,269,9610,2019,2.87867576984441
1,269,9613,2014,2.80705354462318
1,269,9613,2019,2.95104147409621
1,269,9616,2019,2.98832717573497
1,271,9619,2014,2.66194708197852
1,271,9619,2019,2.93083611053485
1,271,9625,2014,2.56963695878438
1,271,9625,2019,2.92114580842863
1,271,9628,2019,2.82845557664034
1,271,9631,2014,2.79571713942024
1,271,9631,2019,2.93763012453911
1,271,9634,2014,2.72083012823812
1,271,9634,2019,2.87119369188853
1,271,9637,2019,2.83865721409948
1,271,9640,2019,2.96303463648174
1,271,9643,2014,2.69927485477335
1,271,9643,2019,2.81070489012684
1,271,9646,2019,2.92871089073995
1,271,9649,2019,2.86662755118431
1,271,9652,2014,2.50783876532099
1,271,9652,2019,2.91217251797854
1,271,9655,2014,2.60710187198566
1,271,9655,2019,2.80097137483809
1,271,9658,2019,2.61450354522206
1,271,9661,2019,2.85821949325602
1,271,9664,2014,2.57067773675031
1,271,9664,2019,2.89566464930045
1,271,9667,2019,2.94409202244548
1,271,9670,2014,2.63311631467456
1,271,9670,2019,2.76077978890197
1,271,9673,2014,3.01436107853615
1,271,9673,2019,2.83626981763558
1,271,9676,2019,2.92156473621832
1,271,9679,2019,2.98888433687374
1,271,9682,2014,2.69712982703756
1,271,9682,2019,2.87066418124851
1,271,9685,2019,2.99906019886256
1,271,9688,2014,2.81751211494805
1,271,9688,2019,2.93665963284403
1,271,9691,2019,3.04017931375999
1,271,9694,2014,2.85976076754815
1,271,9694,2019,2.8675634677679
1,271,9697,2014,2.88300249962982
1,271,9697,2019,2.77014585976393
1,271,9700,2014,2.67148761168375
1,271,9700,2019,2.89436523221903
1,271,9703,2019,2.44010224315612
1,271,9706,2019,2.90566354375423
1,271,9709,2014,2.7117431079407
1,271,9709,2019,2.72936077315856
1,271,9712,2019,2.78231553662347
1,272,9715,2019,3.03477716357996
1,272,9718,2019,2.49865393980757
1,272,9721,2014,2.69621507136178
1,272,9721,2019,2.75747456191182
1,272,9724,2019,2.8056113214143
1,272,9727,2019,2.82724063319922
1,272,9730,2014,2.70213271171443
1,272,9730,2019,2.8600521086044
1,272,9733,2019,2.88397313673896
1,272,9736,2019,2.97537465429984
1,272,9739,2014,3.07452035971149
1,272,9739,2019,2.93941693124408
1,272,9742,2014,2.73802029730401
1,272,9742,2019,2.98935913269328
1,272,9745,2019,2.85607807191477
1,272,9748,2019,2.97394049853456
1,272,9751,2014,2.51417350098305
1,272,9751,2019,2.63646427390088
1,272,9754,2019,2.87241495558142
1,272,9757,2014,2.61286200465913
1,272,9757,2019,2.86283448888078
1,272,9760,2019,2.91674534809481
1,272,9763,2014,2.7156704140943
1,272,9763,2019,2.68974005618489
1,272,9766,2019,2.87591378330825
1,272,9769,2014,2.74726196157253
1,272,9769,2019,2.90410419136669
1,272,9772,2019,2.89738801118024
1,272,9775,2014,2.8476703667563
1,272,9775,2019,3.05172596535021
1,272,9778,2014,2.804009027558
1,272,9778,2019,2.9268740901995
1,272,9781,2019,2.93954927892797
1,273,9784,2014,3.04169597893997
1,273,9784,2019,3.04366847997349
1,273,9787,2014,2.84826428462629
1,273,9787,2019,2.70746242904248
1,273,9790,2019,2.86182262031908
1,273,9793,2014,2.82588247032472
1,273,9793,2019,2.95694971482916
1,273,9796,2019,2.95703707775649
1,273,9799,2014,2.88752497529988
1,273,9799,2019,2.96741919145983
1,273,9802,2019,3.04087392756745
1,273,9805,2014,2.72900349352556
1,273,9805,2019,2.93792501808053
1,273,9808,2019,3.02563782187229
1,273,9811,2014,2.41120153705535
1,273,9811,2019,2.90243925445815
1,273,9814,2019,2.98627304648408
1,273,9817,2014,2.92093443300837
1,273,9817,2019,2.98590235944797
1,273,9820,2014,2.84439081750557
1,273,9820,2019,2.95551473453127
1,273,9823,2019,3.07157271488087
1,273,9826,2019,2.98243622541151
1,273,9829,2014,2.68609696856967
1,273,9829,2019,2.93739347506663
1,274,9832,2019,3.10644554019901
1,274,9835,2019,3.00540038979317
1,274,9838,2014,2.78993368498761
1,274,9838,2019,2.86280604407028
1,274,9841,2014,2.5755682896803
1,274,9841,2019,2.86515988094502
1,274,9844,2019,2.84365614846777
1,274,9847,2014,2.5479487869821
1,274,9847,2019,3.07697602295039
1,274,9850,2014,2.31934983540026
1,274,9850,2019,2.79976999368484
1,274,9853,2014,2.7330005384019
1,274,9853,2019,2.99633645264636
1,274,9856,2019,3.02028594468811
1,274,9859,2014,2.63279370038405
1,274,9859,2019,2.9730699089058
1,274,9862,2019,3.07758525218343
1,274,9865,2014,2.57157595613664
1,274,9865,2019,2.99849855487854
1,274,9868,2019,2.92479403424686
1,274,9871,2019,2.79636404294638
1,274,9874,2014,2.57527276622451
1,274,9874,2019,2.91167946291671
1,274,9877,2014,2.87262197446082
1,274,9877,2019,3.11971100056599
1,274,9880,2014,2.87932773726952
1,274,9880,2019,2.97658372380774
1,274,9883,2014,2.84667656510956
1,274,9883,2019,3.05386504466263
1,274,9889,2014,2.89179100861879
1,274,9889,2019,3.08519418656642
1,274,9892,2019,3.03275721246147
1,275,4939,2019,2.98613556347023
1,275,9895,2014,3.0299705454713
1,275,9895,2019,3.12941989505782
1,275,9898,2014,2.3878309183032
1,275,9898,2019,2.99325973758895
1,275,9901,2014,2.45028166777488
1,275,9901,2019,2.92277041790604
1,275,9904,2019,3.04564119098907
1,275,9907,2019,2.9746549206685
1,275,9910,2014,2.90709843758142
1,275,9910,2019,3.03507554373326
1,275,9913,2014,2.74186123539412
1,275,9913,2019,3.03531532935195
1,275,9916,2019,3.08698057146121
1,275,9919,2014,2.66303931779117
1,275,9919,2019,2.92821413786903
1,275,9922,2019,3.06314167790255
1,275,9925,2019,3.00260944389693
1,275,9928,2014,2.36968420215233
1,275,9928,2019,3.06670543482898
1,275,9931,2019,3.0594150217213
1,275,9934,2014,2.68901060020731
1,275,9934,2019,3.03744908350817
1,275,9937,2019,3.02323266066891
1,275,9940,2019,3.03610798685375
1,275,9943,2014,2.61966576819446
1,275,9943,2019,2.96435393352218
1,275,9946,2019,2.96974619227391
1,275,9949,2014,2.64928092889348
1,275,9949,2019,3.00300129954459
1,275,9952,2019,2.94797452619423
1,276,4927,2019,2.68297604898635
1,276,4930,2014,2.46601728648929
1,276,4930,2019,2.96489272513123
1,276,4936,2019,2.90263325071032
1,276,9955,2014,2.75003720212157
1,276,9955,2019,2.93041699652196
1,276,9958,2014,2.76553632865929
1,276,9958,2019,2.87744315662516
1,276,9961,2019,2.83519972935318
1,276,9964,2019,2.92077203462005
1,276,9967,2014,2.80163170234506
1,276,9967,2019,2.94021891306209
1,276,9970,2019,2.98577573914478
1,276,9973,2014,2.84152051566774
1,276,9973,2019,3.02928461402104
1,276,9976,2014,2.36368019272624
1,276,9976,2019,2.96223620376722
1,276,9979,2019,3.02313777319787
1,276,9982,2014,2.87308177642671
1,276,9982,2019,2.88597763446039
1,276,9985,2019,3.00449343296495
1,276,9988,2014,2.92295213770224
1,276,9988,2019,2.87275857868113
1,276,9991,2019,2.89475378646451
1,276,9994,2014,2.85545737623583
1,276,9994,2019,3.05483692074139
1,276,9997,2014,2.90962196804926
1,276,9997,2019,3.0322786136525
1,276,10000,2019,2.97489561401585
1,276,10003,2014,2.6587481252394
1,276,10003,2019,2.83250464966252
1,276,10006,2019,3.01559691279969
1,276,10009,2014,2.64413122019553
1,276,10009,2019,2.82474276634533
1,276,10012,2019,2.93880346941766
1,277,10015,2019,3.03807477657022
1,277,10018,2014,3.03517672917954
1,277,10018,2019,3.02719452758894
1,277,10021,2014,2.65354695507818
1,277,10021,2019,3.00110532259038
1,277,10024,2019,2.96993482658859
1,277,10027,2014,2.57358613004089
1,277,10027,2019,2.89410278087305
1,277,10030,2019,2.90340352094087
1,277,10033,2014,2.8352766969027
1,277,10033,2019,2.97838442391798
1,277,10039,2014,2.86230028221001
1,277,10039,2019,2.97164880370034
1,277,10042,2019,2.93025877792572
1,277,10045,2014,2.69401221572354
1,277,10045,2019,3.01433651353709
1,277,10048,2014,2.41545636333633
1,277,10048,2019,2.98247307458406
1,277,10051,2019,2.86280211458549
1,277,10054,2019,2.97363035727123
1,277,10057,2014,2.90944648706862
1,277,10057,2019,3.01749224701573
1,277,10060,2014,2.49755885259843
1,277,10060,2019,2.9033690112564
1,277,10063,2019,2.78494044480644
1,277,10066,2014,2.60747882525859
1,277,10066,2019,2.92381810128289
1,277,10069,2019,2.81736919187229
1,277,10072,2014,2.67461240227352
1,277,10072,2019,2.91626578958187
1,277,10075,2019,2.94077166297549
1,277,10078,2014,2.70229759507046
1,277,10078,2019,3.0104908458983
1,277,10081,2014,2.87847966408794
1,277,10081,2019,2.86525216502867
1,277,10084,2019,2.94074418580167
1,277,10087,2014,2.70432584186237
1,277,10087,2019,2.976510556181
1,277,10090,2019,2.88747520391896
1,277,10093,2019,2.87098007297245
1,277,10096,2014,2.5752101875736
1,277,10096,2019,3.00341864676806
1,277,10099,2019,2.94068035065992
1,277,10102,2014,2.45922648288209
1,277,10102,2019,2.90392953403638
1,277,10105,2019,2.95559800070904
1,277,10108,2019,2.9220802484827
1,277,10111,2014,2.65599301097301
1,277,10111,2019,3.04976930423728
1,278,10114,2014,2.58695111616045
1,278,10114,2019,3.04171752052021
1,278,10120,2019,3.06808212861174
1,278,10126,2014,2.6859977486278
1,278,10126,2019,2.97635383956202
1,278,10129,2019,2.71768403430222
1,278,10132,2014,2.78800186406025
1,278,10132,2019,2.94904269465096
1,278,10135,2014,2.84908822446089
1,278,10135,2019,3.02257015759895
1,278,10138,2014,2.66755956800045
1,278,10138,2019,2.95767314908835
1,278,10141,2019,2.97352727104423
1,278,10144,2014,2.51621368628378
1,278,10144,2019,2.9990258831236
1,278,10147,2019,2.92786101282769
1,278,10150,2014,2.56381874859967
1,278,10150,2019,2.64224924948147
1,278,10153,2019,2.68838852524491
1,278,10156,2019,2.80610109058511
1,278,10159,2014,2.55114831637239
1,278,10159,2019,2.6665555529772
1,278,10162,2014,2.58339550434377
1,278,10162,2019,2.73594047709936
1,278,10165,2019,2.72492748002215
1,278,10168,2014,2.54724140171454
