water,trees,grass,flooded_vegetation,crops,shrub_and_scrub,built,bare,snow_and_ice,water_area,trees_area,grass_area,flooded_vegetation_area,crops_area,shrub_and_scrub_area,built_area,bare_area,snow_and_ice_area,Location,Label,Prediction
0.00346591928973794,0.0026410005521029234,0.0034629711881279945,0.0035828319378197193,0.0032033908646553755,0.0042230915278196335,0.00406496599316597,0.01044976431876421,0.0029409900307655334,14415.0,24586.0,1003.0,817.0,1528.0,670.0,4258.0,376.0,125.0,105.25718688964844 + 21.227428436279297,2.520384,2.564762
0.004411765839904547,0.005830376408994198,0.0019869632087647915,0.002696193987503648,0.0028254298958927393,0.004392615985125303,0.0058430954813957214,0.007808006834238768,,2699.0,10628.0,1385.0,1029.0,16834.0,3081.0,12895.0,12.0,0.0,109.23188018798828 + 13.321425437927246,2.4569342,2.3011699
,0.004000499378889799,0.007499618921428919,0.0069093103520572186,0.0033839766401797533,0.010892708785831928,0.005998794920742512,0.0013385777128860354,0.001247897045686841,0.0,47126.0,245.0,180.0,150.0,1667.0,67.0,87.0,133.0,109.0345458984375 + 12.6547269821167,2.5329108,2.3229618
0.0029204697348177433,0.003779768943786621,0.0022225386928766966,0.004914220422506332,0.0036109620705246925,0.004901115316897631,0.006456082221120596,0.0010399605380371213,,26.0,16422.0,846.0,1523.0,19435.0,7716.0,2696.0,14.0,0.0,108.11947631835938 + 13.886150360107422,2.4479587,2.3237433
0.0039682756178081036,0.004792441613972187,0.006071880925446749,0.0035468614660203457,0.004750443622469902,0.00770408334210515,0.0055628372356295586,,,26057.0,212.0,246.0,12338.0,1137.0,95.0,7606.0,0.0,0.0,105.18162536621094 + 9.449828147888184,2.1601288,1.9394749
0.004583551548421383,0.0047150542959570885,0.0049000084400177,0.0053938571363687515,0.005500383675098419,0.006833038758486509,0.00646196911111474,,,626.0,35079.0,609.0,309.0,9453.0,235.0,2849.0,0.0,0.0,105.7076644897461 + 20.18932342529297,2.5554073,2.2669127
0.004291909281164408,0.005539366975426674,0.004883532412350178,0.006678224075585604,0.005466760136187077,0.007051611784845591,0.006320114713162184,0.013628280721604824,,584.0,36548.0,1278.0,363.0,2429.0,1458.0,6663.0,1.0,0.0,105.95243072509766 + 17.809261322021484,2.2380738,2.336746
0.0034666138235479593,0.002584288129583001,0.003041778225451708,0.0030953646637499332,0.003697388805449009,0.004077978897839785,0.004228451754897833,,,3942.0,7482.0,7521.0,2463.0,20675.0,142.0,4440.0,0.0,0.0,105.12042236328125 + 10.243520736694336,2.008056,2.0411615
,0.005732314195483923,0.005526328459382057,0.009270587004721165,0.010849167592823505,0.007053724490106106,0.004448749590665102,,,0.0,48871.0,31.0,43.0,526.0,511.0,13.0,0.0,0.0,107.16792297363281 + 12.127492904663086,2.003996,2.1069882
0.003143915208056569,0.005817172583192587,0.007488018833100796,0.004471112508326769,0.0055154552683234215,0.006994938477873802,0.008258945308625698,0.009109902195632458,,17422.0,13694.0,295.0,5473.0,3892.0,265.0,8685.0,232.0,0.0,106.84918212890625 + 10.787459373474121,2.8254726,2.7139175
0.003845600411295891,0.005360796116292477,0.005876036826521158,0.005888995248824358,0.006147805135697126,0.005969835910946131,0.004034658893942833,0.015100049786269665,,9519.0,36994.0,271.0,294.0,1118.0,1228.0,194.0,1.0,0.0,103.55950927734375 + 21.892173767089844,1.8386536,1.980147
0.007052664179354906,0.005215778946876526,0.003934364765882492,0.005012079607695341,0.005769578740000725,0.005613519810140133,0.006135524716228247,0.0015043554594740272,,543.0,20546.0,1182.0,344.0,18922.0,1243.0,4755.0,5.0,0.0,107.54097747802734 + 12.246295928955078,2.5000885,1.9821458
0.004635121673345566,0.004539716523140669,0.00486751226708293,0.003210596274584532,0.003741596359759569,0.002957513788715005,0.013146845623850822,,,33379.0,10686.0,676.0,1465.0,168.0,2844.0,102.0,0.0,0.0,107.46894836425781 + 21.270511627197266,2.5052326,2.0030947
0.0026190849021077156,0.005460195709019899,0.004357690457254648,0.005707871168851852,0.007061243988573551,0.004240666516125202,0.00853682216256857,0.006112811155617237,0.0022564190439879894,7363.0,28303.0,6317.0,758.0,1454.0,1157.0,944.0,15.0,98.0,104.34407806396484 + 21.775205612182617,1.6538721,1.8857573
0.0045709311962127686,0.0054998937994241714,0.006516799330711365,0.006041154731065035,0.004984257742762566,0.00608270987868309,0.005689295474439859,0.007675933185964823,,1191.0,32847.0,571.0,241.0,8229.0,640.0,5210.0,217.0,0.0,108.93738555908203 + 14.300666809082031,2.6983306,2.5663335
0.002890884643420577,0.005376589018851519,0.0050195916555821896,0.005557624157518148,0.006563808768987656,0.005780945532023907,0.008138894103467464,,,258.0,36142.0,1717.0,525.0,3549.0,5873.0,1228.0,0.0,0.0,107.96382904052734 + 11.205589294433594,2.1239612,2.454915
0.008334333077073097,0.003672967432066798,0.004414823837578297,0.00475115654990077,0.0038944485131651163,0.004696446470916271,0.00566571531817317,0.009312216192483902,,1084.0,4667.0,268.0,206.0,12965.0,1458.0,18308.0,12.0,0.0,106.16304016113281 + 20.613798141479492,2.381509,2.450283
0.005883713252842426,0.004990522749722004,0.003959183115512133,0.005000550299882889,0.007240848615765572,0.0065607354044914246,0.0074086314998567104,0.016433166339993477,,1344.0,41856.0,2231.0,163.0,705.0,1758.0,1672.0,3.0,0.0,103.29012298583984 + 22.560178756713867,2.1319633,1.9304221
0.0036691392306238413,0.0037957928143441677,0.004072406329214573,0.003570922650396824,0.003151299897581339,0.0031557518523186445,0.005093547515571117,0.004796572960913181,0.018817618489265442,4581.0,8281.0,1383.0,1902.0,20269.0,609.0,8052.0,133.0,14.0,105.64231872558594 + 20.006591796875,2.4391148,2.5731525
0.003929296974092722,0.005884457379579544,0.006094611715525389,0.005647541489452124,0.005920178722590208,0.006930709350854158,0.00499429926276207,0.01040568295866251,,3.0,46680.0,1050.0,246.0,1228.0,578.0,243.0,2.0,0.0,108.63411712646484 + 14.853804588317871,1.7194514,2.0347545
0.00840654969215393,0.006001779343932867,0.0073755779303610325,0.007002194412052631,0.007807460147887468,0.012103339657187462,0.008613929152488708,0.008136340416967869,,475.0,47291.0,643.0,85.0,717.0,172.0,371.0,49.0,0.0,104.47262573242188 + 22.324495315551758,1.7263575,1.995905
0.0053411987610161304,0.005853744689375162,0.006335115060210228,0.005865869577974081,0.004847392439842224,0.005997008644044399,0.0047815837897360325,0.004905384499579668,,976.0,37692.0,549.0,1007.0,4283.0,3470.0,449.0,94.0,0.0,108.50887298583984 + 14.855753898620605,1.3152931,2.4332871
0.0023429570719599724,0.002029263647273183,0.002119225449860096,0.0027403919957578182,0.0024821539409458637,0.003179685678333044,0.0038700285367667675,0.004186674021184444,,581.0,19819.0,1043.0,409.0,9038.0,5632.0,11764.0,498.0,0.0,109.08892822265625 + 12.166703224182129,2.706028,2.5864642
0.002679611789062619,0.004412700422108173,0.004192348103970289,0.0037032808177173138,0.004560304805636406,0.006079590879380703,0.005341251380741596,0.0023533343337476254,,1772.0,25456.0,285.0,347.0,10917.0,4799.0,5689.0,33.0,0.0,107.34716796875 + 11.333074569702148,2.433792,2.4503832
0.0054633538238704205,0.005302536766976118,0.006385284475982189,0.005462882574647665,0.005504234228283167,0.007240757811814547,0.007212746422737837,,,1848.0,36146.0,416.0,99.0,7213.0,102.0,3982.0,0.0,0.0,106.5036392211914 + 22.257413864135742,2.3575733,2.368907
0.004533397499471903,0.004975913092494011,0.005235502030700445,0.005435912404209375,0.0066699255257844925,0.00641944445669651,0.007780894637107849,0.008487614803016186,,1298.0,43638.0,666.0,196.0,2111.0,345.0,1238.0,19.0,0.0,104.53936004638672 + 21.958812713623047,2.1658223,2.2423167
0.0025212536565959454,0.004597218241542578,0.00503558199852705,0.0028844624757766724,0.0032466338016092777,0.005683434661477804,0.0009957542642951012,0.010766085237264633,,42.0,45988.0,1065.0,612.0,1052.0,695.0,72.0,9.0,0.0,108.63411712646484 + 14.853804588317871,1.6804975,2.0927162
0.003552936017513275,0.004656258504837751,0.0035793911665678024,0.0035558429080992937,0.00416567362844944,0.003916561137884855,0.00437841285020113,0.003957110922783613,,20813.0,337.0,1138.0,12975.0,1135.0,679.0,4144.0,107.0,0.0,105.48873138427734 + 9.205329895019531,2.282712,2.0059583
0.007128135766834021,0.004989282693713903,0.005730264354497194,0.007753968238830566,0.006526751909404993,0.008701300248503685,0.007937522605061531,0.01248353160917759,,125.0,47543.0,183.0,116.0,804.0,224.0,994.0,11.0,0.0,104.80431365966797 + 19.275651931762695,1.7248333,2.1648948
,0.00606175372377038,0.005213896278291941,0.006258304230868816,0.007846484892070293,0.006848866585642099,0.009340016171336174,,,0.0,43766.0,457.0,117.0,1892.0,3408.0,227.0,0.0,0.0,102.64423370361328 + 21.94256591796875,1.6195899,1.5428237
,0.005159332416951656,0.0077280690893530846,0.004404405597597361,0.005263203289359808,0.00517318258062005,8.97066347533837e-05,,,0.0,41568.0,498.0,335.0,3712.0,2849.0,13.0,0.0,0.0,107.63096618652344 + 14.806527137756348,2.3778553,1.6204181
0.004208052065223455,0.005661265458911657,0.005662299692630768,0.006596546154469252,0.006205013953149319,0.007834572345018387,0.006503944750875235,,,3009.0,35989.0,7382.0,195.0,1030.0,1394.0,619.0,0.0,0.0,104.2090835571289 + 22.56732749938965,1.650814,1.9622487
0.006083351094275713,0.0049822269938886166,0.003755879355594516,0.004886013455688953,0.004673737101256847,0.00502510741353035,0.00763340387493372,,,184.0,43823.0,990.0,64.0,1371.0,2956.0,627.0,0.0,0.0,102.44171905517578 + 22.30516815185547,1.320545,1.9061176
0.007006460800766945,0.006154828239232302,0.005816396325826645,0.005849434528499842,0.005834765732288361,0.007823962718248367,0.009752795100212097,,,783.0,43317.0,1086.0,186.0,3030.0,138.0,1112.0,0.0,0.0,105.51446533203125 + 20.372976303100586,2.475748,2.596822
,0.0037770410999655724,0.006339405197650194,0.0050232200883328915,0.008926743641495705,0.006410055328160524,0.0062002320773899555,,,0.0,47478.0,35.0,165.0,636.0,990.0,690.0,0.0,0.0,107.20846557617188 + 16.33561897277832,2.6918156,2.2696996
0.008554959669709206,0.006851221900433302,0.009319495409727097,0.009646781720221043,0.008339542895555496,0.010357258841395378,0.008174902759492397,0.009739231318235397,,27.0,48678.0,96.0,44.0,386.0,345.0,235.0,93.0,0.0,106.43877410888672 + 22.318967819213867,1.9254014,2.2320437
0.004471908323466778,0.004006632603704929,0.004854860715568066,0.004058097954839468,0.005273568909615278,0.00580714363604784,0.006126938387751579,0.008403310552239418,,1651.0,33651.0,1541.0,502.0,4021.0,560.0,6710.0,464.0,0.0,105.31673431396484 + 18.482423782348633,2.3735874,2.284543
,0.002425980055704713,0.005055731628090143,0.0026999502442777157,0.0028841025196015835,0.003386748256161809,0.006274156738072634,0.00032263249158859253,,0.0,41918.0,627.0,699.0,164.0,204.0,60.0,1.0,0.0,105.65470123291016 + 22.811840057373047,0.9056297,1.7028337
0.0030440541449934244,0.0028548368718475103,0.0036743641830980778,0.003802836872637272,0.004734581336379051,0.004518494941294193,0.004485736601054668,0.00489856256172061,,1161.0,24042.0,1320.0,771.0,13316.0,1219.0,5258.0,433.0,0.0,107.40013885498047 + 16.516448974609375,2.6218324,2.2154512
0.005702233407646418,0.00560614513233304,0.005581979639828205,0.003728515701368451,0.004981520585715771,0.00654492387548089,0.006648394279181957,0.016805872321128845,,804.0,45754.0,2037.0,46.0,450.0,332.0,297.0,3.0,0.0,105.52339172363281 + 22.873300552368164,1.8986977,1.6009121
0.00162435881793499,0.004727988038212061,0.003665847470983863,0.0040312339551746845,0.004871351644396782,0.004629146307706833,0.0051252576522529125,0.0042092096991837025,,7829.0,27352.0,430.0,348.0,3323.0,6236.0,4257.0,5.0,0.0,103.62715911865234 + 21.648862838745117,2.5491045,2.4262652
0.005206179339438677,0.004269179422408342,0.004012980964034796,0.005234729032963514,0.005131824873387814,0.00625147670507431,0.0059503973461687565,,,818.0,17445.0,130.0,223.0,16609.0,833.0,12971.0,0.0,0.0,108.41670227050781 + 12.846207618713379,2.5325189,2.621462
0.0050205751322209835,0.004532975144684315,0.004286132752895355,0.004640443716198206,0.0046271029859781265,0.008071588352322578,0.01215021125972271,0.008991646580398083,,132.0,45493.0,668.0,83.0,1442.0,1965.0,59.0,109.0,0.0,108.27460479736328 + 11.385199546813965,2.2660863,2.127847
,0.005955195985734463,0.0042908028699457645,0.004688747692853212,0.005169240292161703,0.006867495831102133,0.008228630758821964,,,0.0,48736.0,450.0,13.0,346.0,517.0,106.0,0.0,0.0,105.19017791748047 + 19.64166259765625,2.3346515,1.7488229
0.00612675491720438,0.0038907378911972046,0.003746781498193741,0.002489732811227441,0.006926863919943571,0.007193612400442362,0.011636081151664257,0.009306118823587894,,1464.0,48201.0,55.0,7.0,194.0,67.0,65.0,81.0,0.0,107.95701599121094 + 15.716917991638184,2.3697248,2.4682066
0.001511880080215633,0.0015796314692124724,0.003024318953976035,0.002631549723446369,0.0032096903305500746,0.004142375662922859,0.0052835820242762566,0.0015328048029914498,,5847.0,112.0,59.0,188.0,28833.0,214.0,14768.0,40.0,0.0,106.15984344482422 + 20.186922073364258,2.8068287,2.7655609
,0.005405191797763109,0.0053843907080590725,0.005496056284755468,0.005907459184527397,0.006550283171236515,0.005560970399528742,0.0015684388345107436,,0.0,30321.0,273.0,1770.0,4209.0,10891.0,1373.0,6.0,0.0,107.97154235839844 + 11.93713665008545,1.6209741,2.2647395
0.004328896291553974,0.0034255257342010736,0.004192592576146126,0.00410862360149622,0.0039678593166172504,0.0033377681393176317,0.005161816254258156,0.005008919630199671,0.004508610349148512,6929.0,30967.0,233.0,155.0,3525.0,532.0,4145.0,90.0,27.0,105.38807678222656 + 21.53211212158203,2.3208299,2.0307667
0.006086711771786213,0.0054243928752839565,0.006415741518139839,0.006827482953667641,0.005379565991461277,0.006915946491062641,0.006120170000940561,0.006997363176196814,,929.0,26370.0,2489.0,846.0,4332.0,822.0,7143.0,33.0,0.0,105.32080078125 + 20.556421279907227,2.1296942,1.9352213
0.00320517853833735,0.0033071478828787804,0.0035644639283418655,0.0032717015128582716,0.0035890345461666584,0.0036001966800540686,0.004790029022842646,0.005594309419393539,0.004057549871504307,1019.0,6201.0,580.0,959.0,16275.0,511.0,15966.0,613.0,274.0,105.7698974609375 + 19.701112747192383,2.4509177,2.5073802
0.003858748124912381,0.003992341458797455,0.003699580440297723,0.00560016231611371,0.006057309918105602,0.005512934178113937,0.00543923769146204,0.0028900408651679754,,99.0,41937.0,637.0,440.0,1190.0,3800.0,1022.0,9.0,0.0,106.20633697509766 + 17.685855865478516,2.0948288,2.582539
0.008186825551092625,0.004510333761572838,0.007828914560377598,0.005151369143277407,0.008753144182264805,0.0060804677195847034,0.010037936270236969,,,299.0,40632.0,363.0,1799.0,1390.0,4110.0,241.0,0.0,0.0,103.03866577148438 + 21.764873504638672,1.8895516,1.5283841
0.0014935120707377791,0.0010004848008975387,0.0012608424294739962,0.0023749812971800566,0.0010006679221987724,0.0011492558987811208,0.0019499112386256456,,,8738.0,2770.0,15.0,117.0,299.0,68.0,37737.0,0.0,0.0,106.35354614257812 + 10.362794876098633,2.6982553,2.7198539
0.006334591191262007,0.0038420194759964943,0.0031701840925961733,0.0035898969508707523,0.004189609084278345,0.004605410620570183,0.007587501313537359,,,943.0,9059.0,1852.0,2917.0,30338.0,236.0,2404.0,0.0,0.0,106.10783386230469 + 10.607888221740723,2.1554604,2.104219
,0.006233918014913797,0.011634117923676968,0.010270330123603344,0.007427884265780449,0.009643730707466602,,,,0.0,48808.0,309.0,89.0,4.0,839.0,0.0,0.0,0.0,108.85981750488281 + 13.388277053833008,1.756361,2.0376973
0.004090265836566687,0.0056848772801458836,0.004883882589638233,0.0053060827776789665,0.004949699155986309,0.005926458165049553,0.0071107191033661366,,,30.0,12511.0,706.0,1414.0,26634.0,3546.0,3874.0,0.0,0.0,108.11947631835938 + 13.886150360107422,2.051603,2.136286
0.003488097107037902,0.0036866306327283382,0.003390402067452669,0.003924171905964613,0.004564596340060234,0.005375012755393982,0.005913739092648029,0.013086067512631416,,9080.0,15148.0,661.0,632.0,10806.0,348.0,10962.0,500.0,0.0,105.55229949951172 + 10.487261772155762,2.2774227,2.6380048
